regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
pure,2,1,0.5,4.0,0,0,128,512,320,50.879,74.175,74.144,0.9987
pure,2,1,0.5,4.0,0,0,512,2048,1280,147.423,220.572,220.348,0.9969
mixed,2,1,0.5,4.0,16,0,128,512,320,52.448,75.072,74.622,0.9801
mixed,2,1,0.5,4.0,16,0,512,2048,1280,148.765,221.019,219.228,0.9752
mixed,2,1,0.5,4.0,16,512,128,512,320,75.679,76.384,76.062,0.5433
mixed,2,1,0.5,4.0,16,512,512,2048,1280,147.356,220.924,219.294,0.9778
mixed,2,1,0.5,4.0,16,2048,128,512,320,221.596,222.202,221.852,0.4224
mixed,2,1,0.5,4.0,16,2048,512,2048,1280,222.748,222.365,222.172,
mixed,2,1,0.5,4.0,64,0,128,512,320,52.51,75.135,74.719,0.9816
mixed,2,1,0.5,4.0,64,0,512,2048,1280,148.926,220.893,219.035,0.9742
mixed,2,1,0.5,4.0,64,512,128,512,320,77.278,77.086,77.022,
mixed,2,1,0.5,4.0,64,512,512,2048,1280,147.391,221.437,219.324,0.9715
mixed,2,1,0.5,4.0,64,2048,128,512,320,222.971,223.196,223.004,0.1467
mixed,2,1,0.5,4.0,64,2048,512,2048,1280,222.908,223.005,222.365,-5.5979
mixed,2,1,0.5,4.0,256,0,128,512,320,57.92,79.775,79.455,0.9854
mixed,2,1,0.5,4.0,256,0,512,2048,1280,152.573,224.859,223.707,0.9841
mixed,2,1,0.5,4.0,256,512,128,512,320,93.696,93.374,93.47,
mixed,2,1,0.5,4.0,256,512,512,2048,1280,152.223,224.799,224.318,0.9934
mixed,2,1,0.5,4.0,256,2048,128,512,320,235.996,235.453,235.26,
mixed,2,1,0.5,4.0,256,2048,512,2048,1280,236.444,236.442,235.516,
mixed,2,1,0.5,4.0,1024,0,128,512,320,160.894,160.734,161.277,
mixed,2,1,0.5,4.0,1024,0,512,2048,1280,199.227,270.844,264.828,0.916
mixed,2,1,0.5,4.0,1024,512,128,512,320,231.77,254.746,250.876,0.8316
mixed,2,1,0.5,4.0,1024,512,512,2048,1280,257.18,319.548,312.762,0.8912
mixed,2,1,0.5,4.0,1024,2048,128,512,320,373.21,397.912,394.361,0.8562
mixed,2,1,0.5,4.0,1024,2048,512,2048,1280,468.63,543.255,539.639,0.9515
pure,8,1,0.125,4.0,0,0,128,512,176,39.679,74.622,74.271,0.99
pure,8,1,0.125,4.0,0,0,512,2048,704,90.367,222.877,220.219,0.9799
mixed,8,1,0.125,4.0,16,0,128,512,176,41.31,76.926,74.751,0.9389
mixed,8,1,0.125,4.0,16,0,512,2048,704,90.879,223.678,219.326,0.9672
mixed,8,1,0.125,4.0,16,512,128,512,176,75.678,77.342,75.679,0.0006
mixed,8,1,0.125,4.0,16,512,512,2048,704,91.744,223.547,219.741,0.9711
mixed,8,1,0.125,4.0,16,2048,128,512,176,220.764,220.956,220.509,-1.3281
mixed,8,1,0.125,4.0,16,2048,512,2048,704,221.437,224.636,221.692,0.0797
mixed,8,1,0.125,4.0,64,0,128,512,176,41.568,77.151,74.91,0.937
mixed,8,1,0.125,4.0,64,0,512,2048,704,92.542,223.611,219.164,0.9661
