layer,sequences,time_us
lm_head,1,55.1147
lm_head,2,55.35
lm_head,3,55.328
lm_head,4,55.4777
lm_head,5,55.5523
lm_head,6,55.595
lm_head,7,55.5633
lm_head,8,55.4677
lm_head,9,55.5527
lm_head,10,55.6803
lm_head,11,55.9683
lm_head,12,56.224
lm_head,13,55.7343
lm_head,14,55.7017
lm_head,15,55.883
lm_head,16,55.7977
lm_head,20,55.627
lm_head,24,55.7973
lm_head,28,56.075
lm_head,32,56.3313
lm_head,36,56.555
lm_head,40,56.1497
lm_head,44,56.352
lm_head,48,56.9287
lm_head,52,56.833
lm_head,56,57.11
lm_head,60,60.7257
lm_head,64,59.7663
lm_head,80,108.598
lm_head,96,103.596
lm_head,112,103.222
lm_head,128,103.212
lm_head,144,150.23
lm_head,160,150.188
lm_head,176,154.081
lm_head,192,156.76
lm_head,208,207.234
lm_head,224,210.05
lm_head,240,212.29
lm_head,256,212.802
lm_head,272,299.213
lm_head,288,299.501
lm_head,304,299.32
lm_head,320,299.47
lm_head,336,299.554
lm_head,352,299.63
lm_head,368,299.661
lm_head,384,299.895
lm_head,400,395.47
lm_head,416,395.512
lm_head,432,395.705
lm_head,448,395.576
lm_head,464,395.545
lm_head,480,395.587
lm_head,496,396.014
lm_head,512,395.885
lm_head,528,405.24
lm_head,544,405.358
lm_head,560,405.518
lm_head,576,405.496
lm_head,592,399.95
lm_head,608,400.013
lm_head,624,400.141
lm_head,640,421.454
lm_head,656,596.516
lm_head,672,596.569
lm_head,688,596.911
lm_head,704,597.039
lm_head,720,597.049
lm_head,736,597.102
lm_head,752,597.177
lm_head,768,597.273
lm_head,784,597.892
lm_head,800,598.031
lm_head,816,598.371
lm_head,832,598.607
lm_head,848,598.926
lm_head,864,599.054
lm_head,880,599.289
lm_head,896,599.449
lm_head,912,599.523
lm_head,928,599.459
lm_head,944,599.705
lm_head,960,599.864
lm_head,976,690.382
lm_head,984,690.553
sampler,1,10.8163
sampler,2,12.6617
sampler,3,12.352
sampler,4,14.6033
sampler,5,14.303
sampler,6,14.283
sampler,7,14.2613
sampler,8,18.0373
sampler,9,17.7807
sampler,10,17.493
sampler,11,17.579
sampler,12,17.5903
sampler,13,17.6643
sampler,14,17.7177
sampler,15,17.909
sampler,16,24.9717
sampler,20,24.8217
sampler,24,24.523
sampler,28,24.5443
sampler,32,24.8743
sampler,36,24.447
sampler,40,24.747
sampler,44,24.6827
sampler,48,24.8527
sampler,52,24.6727
sampler,56,24.715
sampler,60,24.5973
sampler,64,24.95
sampler,80,25.0343
sampler,96,25.152
sampler,112,25.6003
sampler,128,26.7517
sampler,144,27.819
sampler,160,27.6267
sampler,176,28.4693
sampler,192,28.865
sampler,208,29.2053
sampler,224,29.6963
sampler,240,30.2303
sampler,256,31.5623
sampler,272,31.6707
sampler,288,33.2377
sampler,304,33.8877
sampler,320,34.816
sampler,336,36.3413
sampler,352,36.8853
sampler,368,38.112
sampler,384,38.3257
sampler,400,39.147
sampler,416,39.9257
sampler,432,40.6187
sampler,448,40.7467
sampler,464,41.473
sampler,480,42.0593
sampler,496,42.731
sampler,512,43.4783
sampler,528,45.899
sampler,544,46.0483
sampler,560,46.432
sampler,576,47.1577
sampler,592,47.8937
sampler,608,48.491
sampler,624,48.9603
sampler,640,49.184
sampler,656,49.9527
sampler,672,50.5393
sampler,688,51.136
sampler,704,51.3283
sampler,720,52.213
sampler,736,52.779
sampler,752,53.536
sampler,768,54.3037
sampler,784,54.9767
sampler,800,55.5093
sampler,816,56.4277
sampler,832,56.9387
sampler,848,57.6637
sampler,864,58.219
sampler,880,58.9873
sampler,896,59.9577
sampler,912,60.2567
sampler,928,60.8003
sampler,944,61.803
sampler,960,62.2937
sampler,976,63.4137
sampler,984,64.043
