pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
0,n<=128,sr<=15%,kvB<=16k,kp=0,0.0022,2
0,n<=128,sr<=15%,kvB<=1k,kp=0,0.3743,2
0,n<=128,sr<=15%,kvB<=32k,kp=0,0.0046,2
0,n<=128,sr<=15%,kvB<=4k,kp=0,0.0223,2
0,n<=128,sr<=40%,kvB<=16k,kp=0,-0.0039,1
0,n<=128,sr<=40%,kvB<=1k,kp=0,0.4795,1
0,n<=128,sr<=40%,kvB<=32k,kp=0,-0.0054,1
0,n<=128,sr<=40%,kvB<=4k,kp=0,0.0565,1
0,n<=128,sr<=5%,kvB<=16k,kp=0,0.0033,4
0,n<=128,sr<=5%,kvB<=1k,kp=0,0.3133,4
0,n<=128,sr<=5%,kvB<=32k,kp=0,0.0059,4
0,n<=128,sr<=5%,kvB<=4k,kp=0,0.0057,4
0,n<=128,sr<=70%,kvB<=16k,kp=0,-0.0605,1
0,n<=128,sr<=70%,kvB<=1k,kp=0,0.5511,1
0,n<=128,sr<=70%,kvB<=32k,kp=0,-0.034,1
0,n<=128,sr<=70%,kvB<=4k,kp=0,-0.101,1
0,n<=128,sr>70%,kvB<=16k,kp=0,0.0554,2
0,n<=128,sr>70%,kvB<=1k,kp=0,0.7715,2
0,n<=128,sr>70%,kvB<=32k,kp=0,0.0595,2
0,n<=128,sr>70%,kvB<=4k,kp=0,-0.0848,2
0,n<=16,sr<=15%,kvB<=16k,kp=0,0.2197,2
0,n<=16,sr<=15%,kvB<=1k,kp=0,0.1621,2
0,n<=16,sr<=15%,kvB<=32k,kp=0,0.2391,2
0,n<=16,sr<=15%,kvB<=4k,kp=0,0.2396,2
0,n<=16,sr<=40%,kvB<=16k,kp=0,0.1353,2
0,n<=16,sr<=40%,kvB<=1k,kp=0,0.1779,2
0,n<=16,sr<=40%,kvB<=32k,kp=0,0.1135,2
0,n<=16,sr<=40%,kvB<=4k,kp=0,0.1353,2
0,n<=16,sr<=70%,kvB<=16k,kp=0,-0.0876,1
0,n<=16,sr<=70%,kvB<=1k,kp=0,0.22,1
0,n<=16,sr<=70%,kvB<=32k,kp=0,0.0268,1
0,n<=16,sr<=70%,kvB<=4k,kp=0,0.1791,1
0,n<=16,sr>70%,kvB<=16k,kp=0,0.8714,2
0,n<=16,sr>70%,kvB<=1k,kp=0,0.057,2
0,n<=16,sr>70%,kvB<=32k,kp=0,0.928,2
0,n<=16,sr>70%,kvB<=4k,kp=0,0.8916,2
0,n<=2,sr<=70%,kvB<=16k,kp=0,0.3011,1
0,n<=2,sr<=70%,kvB<=1k,kp=0,0.8134,1
0,n<=2,sr<=70%,kvB<=32k,kp=0,-0.7034,1
0,n<=2,sr<=70%,kvB<=4k,kp=0,0.6705,1
0,n<=256,sr<=15%,kvB<=16k,kp=0,-0.0622,2
0,n<=256,sr<=15%,kvB<=1k,kp=0,0.0013,2
0,n<=256,sr<=15%,kvB<=32k,kp=0,-0.0571,2
0,n<=256,sr<=15%,kvB<=4k,kp=0,-0.0264,2
0,n<=256,sr<=40%,kvB<=16k,kp=0,-0.1156,1
0,n<=256,sr<=40%,kvB<=1k,kp=0,0.0464,1
0,n<=256,sr<=40%,kvB<=32k,kp=0,-0.1079,1
0,n<=256,sr<=40%,kvB<=4k,kp=0,-0.1346,1
0,n<=256,sr<=5%,kvB<=16k,kp=0,-0.0002,4
