regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
pure,2,1,0.5,4.0,0,0,128,512,320,51.04,74.496,74.432,0.9973
pure,2,1,0.5,4.0,0,0,512,2048,1280,147.458,220.095,220.034,0.9992
mixed,2,1,0.5,4.0,16,0,128,512,320,52.64,75.264,75.039,0.9901
mixed,2,1,0.5,4.0,16,0,512,2048,1280,147.522,221.377,220.033,0.9818
mixed,2,1,0.5,4.0,16,512,128,512,320,76.096,77.024,76.385,0.3114
mixed,2,1,0.5,4.0,16,512,512,2048,1280,147.713,220.352,219.969,0.9947
mixed,2,1,0.5,4.0,16,2048,128,512,320,222.144,221.826,221.568,
mixed,2,1,0.5,4.0,16,2048,512,2048,1280,222.561,221.696,223.041,
mixed,2,1,0.5,4.0,64,0,128,512,320,52.96,75.488,75.264,0.9901
mixed,2,1,0.5,4.0,64,0,512,2048,1280,148.641,221.632,220.512,0.9847
mixed,2,1,0.5,4.0,64,512,128,512,320,77.44,77.503,77.344,-1.5238
mixed,2,1,0.5,4.0,64,512,512,2048,1280,148.288,221.024,220.449,0.9921
mixed,2,1,0.5,4.0,64,2048,128,512,320,223.361,223.456,223.393,0.3368
mixed,2,1,0.5,4.0,64,2048,512,2048,1280,223.425,223.617,223.552,0.6615
mixed,2,1,0.5,4.0,256,0,128,512,320,57.537,79.615,79.584,0.9986
mixed,2,1,0.5,4.0,256,0,512,2048,1280,152.352,224.674,224.673,1.0
mixed,2,1,0.5,4.0,256,512,128,512,320,92.832,92.834,92.864,16.0
mixed,2,1,0.5,4.0,256,512,512,2048,1280,152.128,224.897,224.449,0.9938
mixed,2,1,0.5,4.0,256,2048,128,512,320,235.04,234.368,234.593,
mixed,2,1,0.5,4.0,256,2048,512,2048,1280,235.072,236.16,234.945,-0.1167
mixed,2,1,0.5,4.0,1024,0,128,512,320,138.816,139.329,139.232,0.8109
mixed,2,1,0.5,4.0,1024,0,512,2048,1280,173.185,244.546,244.127,0.9941
mixed,2,1,0.5,4.0,1024,512,128,512,320,186.208,186.338,186.273,0.5
mixed,2,1,0.5,4.0,1024,512,512,2048,1280,186.496,243.999,243.744,0.9956
mixed,2,1,0.5,4.0,1024,2048,128,512,320,328.514,329.024,327.617,-1.7588
mixed,2,1,0.5,4.0,1024,2048,512,2048,1280,328.418,329.153,329.408,1.3469
mixed,2,1,0.5,4.0,2048,0,128,512,320,354.529,356.449,355.521,0.5167
mixed,2,1,0.5,4.0,2048,0,512,2048,1280,368.768,391.424,377.569,0.3885
mixed,2,1,0.5,4.0,2048,512,128,512,320,455.265,462.082,460.195,0.7232
mixed,2,1,0.5,4.0,2048,512,512,2048,1280,463.522,475.201,465.698,0.1863
pure,8,1,0.125,4.0,0,0,128,512,176,39.712,74.689,74.368,0.9908
pure,8,1,0.125,4.0,0,0,512,2048,704,90.177,221.824,219.968,0.9859
