layer,sequences,time_us
lm_head,1,234.751
lm_head,2,220.81
lm_head,3,220.212
lm_head,4,220.852
lm_head,5,220.853
lm_head,6,222.335
lm_head,7,222.324
lm_head,8,223.38
lm_head,9,223.455
lm_head,10,224.084
lm_head,11,223.583
lm_head,12,223.881
lm_head,13,224.052
lm_head,14,223.466
lm_head,15,224.511
lm_head,16,225.141
lm_head,20,243.445
lm_head,24,243.636
lm_head,28,244.937
lm_head,32,246.527
lm_head,36,301.587
lm_head,40,301.929
lm_head,44,301.427
lm_head,48,301.631
lm_head,52,302.003
lm_head,56,302.527
lm_head,60,303.166
lm_head,64,303.049
lm_head,80,303.796
lm_head,96,305.108
lm_head,112,306.889
lm_head,128,306.729
lm_head,144,399.209
lm_head,160,399.742
lm_head,176,400.041
lm_head,192,400.328
lm_head,208,401.886
lm_head,224,402.195
lm_head,240,402.409
lm_head,256,402.536
sampler,1,30.7407
sampler,2,32.416
sampler,3,32.629
sampler,4,32.9593
sampler,5,32.6937
sampler,6,32.6397
sampler,7,32.9273
sampler,8,33.163
sampler,9,33.365
sampler,10,33.2157
sampler,11,33.2903
sampler,12,33.568
sampler,13,33.3443
sampler,14,33.3543
sampler,15,33.493
sampler,16,33.332
sampler,20,33.8883
sampler,24,37.323
sampler,28,37.824
sampler,32,38.3467
sampler,36,38.9757
sampler,40,39.765
sampler,44,40.0433
sampler,48,42.5383
sampler,52,43.3277
sampler,56,44.2133
sampler,60,44.8317
sampler,64,44.736
sampler,80,49.2907
sampler,96,54.314
sampler,112,64.085
sampler,128,70.624
sampler,144,76.522
sampler,160,81.9937
sampler,176,87.402
sampler,192,93.888
sampler,208,100.746
sampler,224,110.431
sampler,240,117.984
sampler,256,124.629
