prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
0,0,1,16,17.1513
0,0,1,32,17.1733
0,0,1,64,17.1197
0,0,1,128,25.5253
0,0,1,256,26.0477
0,0,1,512,26.411
0,0,1,1024,27.936
0,0,1,2048,30.3353
0,0,1,4096,34.602
0,0,1,8192,48.9487
0,0,1,16384,56.16
0,0,1,32768,73.4287
0,0,2,16,27.6377
0,0,2,32,27.4987
0,0,2,64,27.4983
0,0,2,128,32.992
0,0,2,256,33.5677
0,0,2,512,34.3997
0,0,2,1024,35.3063
0,0,2,2048,38.3787
0,0,2,4096,48.7573
0,0,2,8192,57.205
0,0,2,16384,71.327
0,0,2,32768,102.71
0,0,4,16,28.4377
0,0,4,32,28.3417
0,0,4,64,28.3633
0,0,4,128,33.3223
0,0,4,256,33.898
0,0,4,512,34.9753
0,0,4,1024,37.0767
0,0,4,2048,44.522
0,0,4,4096,53.6103
0,0,4,8192,67.659
0,0,4,16384,93.003
0,0,4,32768,140.234
0,0,8,16,28.3623
0,0,8,32,28.341
0,0,8,64,28.2133
0,0,8,128,33.6423
0,0,8,256,34.2293
0,0,8,512,35.4773
0,0,8,1024,42.603
0,0,8,2048,51.9683
0,0,8,4096,65.2057
0,0,8,8192,88.1813
0,0,8,16384,139.904
0,0,8,32768,230.463
0,0,16,16,28.928
0,0,16,32,28.736
0,0,16,64,28.8
0,0,16,128,34.2503
0,0,16,256,35.573
0,0,16,512,41.8557
0,0,16,1024,51.3493
0,0,16,2048,64.928
0,0,16,4096,91.6687
0,0,16,8192,137.886
0,0,16,16384,233.545
0,0,16,32768,432.189
0,0,32,16,29.343
0,0,32,32,29.237
0,0,32,64,29.5777
0,0,32,128,39.093
0,0,32,256,42.4957
0,0,32,512,51.8073
0,0,32,1024,65.866
0,0,32,2048,92.597
0,0,32,4096,138.805
0,0,32,8192,230.965
0,0,32,16384,428.115
0,0,32,32768,818.641
0,0,64,16,34.2177
0,0,64,32,34.3147
0,0,64,64,35.5193
0,0,64,128,43.2643
0,0,64,256,56.9277
0,0,64,512,71.775
0,0,64,1024,98.464
0,0,64,2048,147.733
0,0,64,4096,240.287
0,0,64,8192,441.96
0,0,64,16384,819.696
0,0,64,32768,1599.37
0,0,128,16,40.4577
0,0,128,32,40.651
0,0,128,64,44.65
0,0,128,128,57.4607
0,0,128,256,76.4583
0,0,128,512,112.511
0,0,128,1024,174.122
0,0,128,2048,299.635
0,0,128,4096,556.124
0,0,128,8192,1068.41
0,0,128,16384,2097.63
0,0,128,32768,4123.85
0,0,256,16,52.4047
0,0,256,32,53.4927
0,0,256,64,56.1813
0,0,256,128,77.1517
0,0,256,256,107.178
0,0,256,512,158.858
0,0,256,1024,257.492
0,0,256,2048,465.703
0,0,256,4096,880.741
0,0,256,8192,1713.31
0,0,256,16384,3389.74
0,0,256,32768,6727.78
16,0,0,0,17.0773
16,0,1,16,17.216
16,0,1,32,17.2373
16,0,1,64,17.3013
16,0,1,128,19.7123
16,0,1,256,23.6587
16,0,1,512,31.4453
16,0,1,1024,47.1247
16,0,1,2048,78.7617
16,0,1,4096,141.856
16,0,1,8192,268.02
16,0,1,16384,519.9
16,0,1,32768,1024.98
16,0,2,16,17.163
16,0,2,32,17.056
16,0,2,64,17.152
16,0,2,128,19.7653
16,0,2,256,23.7333
16,0,2,512,31.5413
16,0,2,1024,47.349
16,0,2,2048,78.9427
16,0,2,4096,142.505
16,0,2,8192,268.798
16,0,2,16384,521.03
16,0,2,32768,1027.6
16,0,4,16,17.0347
16,0,4,32,17.0457
16,0,4,64,17.0873
16,0,4,128,19.883
16,0,4,256,23.9143
16,0,4,512,31.669
16,0,4,1024,47.6903
16,0,4,2048,79.4233
16,0,4,4096,142.506
16,0,4,8192,269.48
16,0,4,16384,522.215
16,0,4,32768,1029.12
16,0,8,16,17.418
16,0,8,32,17.3863
16,0,8,64,17.45
16,0,8,128,20.2983
16,0,8,256,24.469
16,0,8,512,32.32
16,0,8,1024,48.319
16,0,8,2048,80.202
16,0,8,4096,144.169
16,0,8,8192,271.55
16,0,8,16384,526.684
16,0,8,32768,1036.02
16,0,16,16,19.168
16,0,16,32,18.9223
16,0,16,64,19.3167
16,0,16,128,25.675
16,0,16,256,32.81
16,0,16,512,44.5433
16,0,16,1024,69.0877
16,0,16,2048,117.418
16,0,16,4096,216.905
16,0,16,8192,420.552
16,0,16,16384,817.531
16,0,16,32768,1599.89
16,0,32,16,29.567
16,0,32,32,29.5567
16,0,32,64,30.3147
16,0,32,128,37.7907
16,0,32,256,48.469
16,0,32,512,68.5007
16,0,32,1024,108.564
16,0,32,2048,189.822
16,0,32,4096,400.594
16,0,32,8192,773.263
16,0,32,16384,1393.98
16,0,32,32768,2632.06
16,0,64,16,38.3997
16,0,64,32,38.347
16,0,64,64,40.352
16,0,64,128,53.194
16,0,64,256,70.2177
