pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
0,n<=128,sr<=15%,kvB<=1k,kp=0,0.0794,4
0,n<=128,sr<=15%,kvB<=2k,kp=0,0.0537,2
0,n<=128,sr<=40%,kvB<=1k,kp=0,0.0937,2
0,n<=128,sr<=40%,kvB<=2k,kp=0,-0.0026,1
0,n<=128,sr<=5%,kvB<=1k,kp=0,0.0218,8
0,n<=128,sr<=5%,kvB<=2k,kp=0,0.0255,4
0,n<=128,sr<=70%,kvB<=1k,kp=0,0.0157,2
0,n<=128,sr<=70%,kvB<=2k,kp=0,-0.0098,1
0,n<=128,sr>70%,kvB<=1k,kp=0,0.2666,4
0,n<=128,sr>70%,kvB<=2k,kp=0,0.1425,2
0,n<=16,sr<=15%,kvB<=1k,kp=0,0.2233,4
0,n<=16,sr<=15%,kvB<=2k,kp=0,0.1941,2
0,n<=16,sr<=40%,kvB<=1k,kp=0,0.123,4
0,n<=16,sr<=40%,kvB<=2k,kp=0,0.0823,2
0,n<=16,sr<=70%,kvB<=1k,kp=0,0.0405,2
0,n<=16,sr<=70%,kvB<=2k,kp=0,-0.0053,1
0,n<=16,sr>70%,kvB<=1k,kp=0,-0.2475,4
0,n<=16,sr>70%,kvB<=2k,kp=0,-0.4294,2
0,n<=2,sr<=70%,kvB<=1k,kp=0,0.9908,2
0,n<=2,sr<=70%,kvB<=2k,kp=0,0.9776,1
0,n<=256,sr<=15%,kvB<=1k,kp=0,0.0765,4
0,n<=256,sr<=15%,kvB<=2k,kp=0,0.0427,2
0,n<=256,sr<=40%,kvB<=1k,kp=0,0.1147,2
0,n<=256,sr<=40%,kvB<=2k,kp=0,-0.0046,1
0,n<=256,sr<=5%,kvB<=1k,kp=0,0.0038,8
0,n<=256,sr<=5%,kvB<=2k,kp=0,0.0057,4
0,n<=256,sr<=70%,kvB<=1k,kp=0,0.056,2
0,n<=256,sr<=70%,kvB<=2k,kp=0,-0.0063,1
0,n<=256,sr>70%,kvB<=1k,kp=0,0.2657,4
0,n<=256,sr>70%,kvB<=2k,kp=0,0.0923,2
0,n<=32,sr<=15%,kvB<=1k,kp=0,0.1406,6
0,n<=32,sr<=15%,kvB<=2k,kp=0,0.1032,3
0,n<=32,sr<=40%,kvB<=1k,kp=0,0.1387,2
0,n<=32,sr<=40%,kvB<=2k,kp=0,0.0443,1
0,n<=32,sr<=5%,kvB<=1k,kp=0,0.1255,2
0,n<=32,sr<=5%,kvB<=2k,kp=0,0.1289,1
0,n<=32,sr<=70%,kvB<=1k,kp=0,-0.0007,2
0,n<=32,sr<=70%,kvB<=2k,kp=0,-0.0085,1
0,n<=32,sr>70%,kvB<=1k,kp=0,0.0901,4
0,n<=32,sr>70%,kvB<=2k,kp=0,-0.0558,2
0,n<=4,sr<=40%,kvB<=1k,kp=0,0.9497,4
0,n<=4,sr<=40%,kvB<=2k,kp=0,0.9626,2
0,n<=4,sr<=70%,kvB<=1k,kp=0,0.9385,2
0,n<=4,sr<=70%,kvB<=2k,kp=0,0.9577,1
0,n<=4,sr>70%,kvB<=1k,kp=0,0.9191,2
0,n<=4,sr>70%,kvB<=2k,kp=0,0.9518,1
0,n<=512,sr<=15%,kvB<=1k,kp=0,0.0779,2
0,n<=512,sr<=15%,kvB<=2k,kp=0,0.185,2
0,n<=512,sr<=40%,kvB<=1k,kp=0,0.2205,1
0,n<=512,sr<=40%,kvB<=2k,kp=0,-0.0,1
0,n<=512,sr<=5%,kvB<=1k,kp=0,0.0006,4
0,n<=512,sr<=5%,kvB<=2k,kp=0,0.002,4
0,n<=512,sr<=70%,kvB<=1k,kp=0,0.223,1
0,n<=512,sr<=70%,kvB<=2k,kp=0,-0.9287,1
0,n<=512,sr>70%,kvB<=1k,kp=0,5.5187,2
0,n<=512,sr>70%,kvB<=2k,kp=0,-0.0161,1
0,n<=64,sr<=15%,kvB<=1k,kp=0,0.1054,4
0,n<=64,sr<=15%,kvB<=2k,kp=0,0.0857,2
0,n<=64,sr<=40%,kvB<=1k,kp=0,0.1398,2
0,n<=64,sr<=40%,kvB<=2k,kp=0,0.0272,1
0,n<=64,sr<=5%,kvB<=1k,kp=0,0.06,6
0,n<=64,sr<=5%,kvB<=2k,kp=0,0.0698,3
0,n<=64,sr<=70%,kvB<=1k,kp=0,0.0432,2
0,n<=64,sr<=70%,kvB<=2k,kp=0,0.0022,1
0,n<=64,sr>70%,kvB<=1k,kp=0,0.2539,4
0,n<=64,sr>70%,kvB<=2k,kp=0,0.0985,2
0,n<=8,sr<=15%,kvB<=1k,kp=0,0.4483,3
0,n<=8,sr<=15%,kvB<=2k,kp=0,0.4162,1
0,n<=8,sr<=40%,kvB<=1k,kp=0,0.304,4
0,n<=8,sr<=40%,kvB<=2k,kp=0,0.2754,2
0,n<=8,sr<=70%,kvB<=1k,kp=0,0.4952,2
0,n<=8,sr<=70%,kvB<=2k,kp=0,0.384,1
0,n<=8,sr>70%,kvB<=1k,kp=0,0.9193,4
0,n<=8,sr>70%,kvB<=2k,kp=0,0.9736,2
0,n<=984,sr<=15%,kvB<=1k,kp=0,0.086,2
0,n<=984,sr<=15%,kvB<=2k,kp=0,0.0144,1
0,n<=984,sr<=40%,kvB<=1k,kp=0,-0.3019,1
0,n<=984,sr<=40%,kvB<=2k,kp=0,0.0061,1
0,n<=984,sr<=5%,kvB<=1k,kp=0,-0.0074,4
0,n<=984,sr<=5%,kvB<=2k,kp=0,0.0015,4
0,n<=984,sr<=70%,kvB<=1k,kp=0,0.2323,1
0,n<=984,sr<=70%,kvB<=2k,kp=0,0.0079,1
0,n<=984,sr>70%,kvB<=2k,kp=0,4.8909,2
16,n<=128,sr<=15%,kvB<=1k,kp<=1k,0.0714,4
16,n<=128,sr<=15%,kvB<=1k,kp<=2k,0.0699,4
16,n<=128,sr<=15%,kvB<=1k,kp<=512,0.0724,4
16,n<=128,sr<=15%,kvB<=1k,kp=0,0.0739,4
16,n<=128,sr<=15%,kvB<=2k,kp<=1k,0.0469,2
16,n<=128,sr<=15%,kvB<=2k,kp<=2k,0.0468,2
16,n<=128,sr<=15%,kvB<=2k,kp<=512,0.0471,2
16,n<=128,sr<=15%,kvB<=2k,kp=0,0.0538,2
16,n<=128,sr<=40%,kvB<=1k,kp<=1k,0.0997,2
16,n<=128,sr<=40%,kvB<=1k,kp<=2k,0.095,2
16,n<=128,sr<=40%,kvB<=1k,kp<=512,0.0845,2
16,n<=128,sr<=40%,kvB<=1k,kp=0,0.0894,2
16,n<=128,sr<=40%,kvB<=2k,kp<=1k,-0.0162,1
16,n<=128,sr<=40%,kvB<=2k,kp<=2k,-0.0073,1
16,n<=128,sr<=40%,kvB<=2k,kp<=512,-0.0153,1
16,n<=128,sr<=40%,kvB<=2k,kp=0,-0.0061,1
16,n<=128,sr<=5%,kvB<=1k,kp<=1k,0.0155,8
16,n<=128,sr<=5%,kvB<=1k,kp<=2k,0.0083,8
16,n<=128,sr<=5%,kvB<=1k,kp<=512,0.0142,8
16,n<=128,sr<=5%,kvB<=1k,kp=0,0.0114,8
16,n<=128,sr<=5%,kvB<=2k,kp<=1k,0.023,4
16,n<=128,sr<=5%,kvB<=2k,kp<=2k,0.0186,4
16,n<=128,sr<=5%,kvB<=2k,kp<=512,0.0203,4
16,n<=128,sr<=5%,kvB<=2k,kp=0,0.0234,4
