regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
pure,2,1,0.5,4.0,0,0,128,512,320,52.064,74.977,74.784,0.9916
pure,2,1,0.5,4.0,0,0,512,2048,1280,149.535,222.37,220.737,0.9776
mixed,2,1,0.5,4.0,16,0,128,512,320,53.825,75.969,75.488,0.9783
mixed,2,1,0.5,4.0,16,0,512,2048,1280,148.737,221.441,220.386,0.9855
mixed,2,1,0.5,4.0,16,512,128,512,320,76.32,77.856,76.256,-0.0417
mixed,2,1,0.5,4.0,16,512,512,2048,1280,149.024,221.759,220.257,0.9793
mixed,2,1,0.5,4.0,16,2048,128,512,320,220.993,221.121,221.025,0.25
mixed,2,1,0.5,4.0,16,2048,512,2048,1280,223.618,223.393,221.152,
mixed,2,1,0.5,4.0,64,0,128,512,320,54.177,75.84,75.424,0.9808
mixed,2,1,0.5,4.0,64,0,512,2048,1280,148.033,219.969,219.586,0.9947
mixed,2,1,0.5,4.0,64,512,128,512,320,77.472,79.874,79.17,0.7069
mixed,2,1,0.5,4.0,64,512,512,2048,1280,148.193,220.255,219.873,0.9947
mixed,2,1,0.5,4.0,64,2048,128,512,320,222.529,224.93,223.682,0.4802
mixed,2,1,0.5,4.0,64,2048,512,2048,1280,224.929,224.64,225.697,
mixed,2,1,0.5,4.0,256,0,128,512,320,81.728,102.592,102.305,0.9862
mixed,2,1,0.5,4.0,256,0,512,2048,1280,174.369,244.929,244.61,0.9955
mixed,2,1,0.5,4.0,256,512,128,512,320,141.538,162.208,129.569,-0.5791
mixed,2,1,0.5,4.0,256,512,512,2048,1280,224.48,295.298,291.169,0.9417
mixed,2,1,0.5,4.0,256,2048,128,512,320,284.642,305.249,273.026,-0.5637
mixed,2,1,0.5,4.0,256,2048,512,2048,1280,377.89,449.186,307.682,-0.9847
mixed,2,1,0.5,4.0,1024,0,128,512,320,323.522,331.073,324.031,0.0674
mixed,2,1,0.5,4.0,1024,0,512,2048,1280,390.498,473.861,454.69,0.77
mixed,2,1,0.5,4.0,1024,512,128,512,320,495.298,507.554,500.194,0.3995
mixed,2,1,0.5,4.0,1024,512,512,2048,1280,531.938,610.946,586.627,0.6922
mixed,2,1,0.5,4.0,1024,2048,128,512,320,1040.262,1041.094,1037.286,-3.5769
mixed,2,1,0.5,4.0,1024,2048,512,2048,1280,1059.749,1076.965,1067.269,0.4368
mixed,2,1,0.5,4.0,2048,0,128,512,320,910.948,918.149,912.772,0.2533
mixed,2,1,0.5,4.0,2048,0,512,2048,1280,942.052,988.966,952.388,0.2203
mixed,2,1,0.5,4.0,2048,512,128,512,320,1227.431,1233.798,1229.446,0.3165
mixed,2,1,0.5,4.0,2048,512,512,2048,1280,1264.17,1287.239,1265.64,0.0637
pure,8,1,0.125,4.0,0,0,128,512,176,70.209,142.913,103.329,0.4555
pure,8,1,0.125,4.0,0,0,512,2048,704,172.065,441.856,284.354,0.4162
mixed,8,1,0.125,4.0,16,0,128,512,176,71.84,142.785,103.33,0.4439
mixed,8,1,0.125,4.0,16,0,512,2048,704,171.84,440.675,283.553,0.4155
mixed,8,1,0.125,4.0,16,512,128,512,176,109.537,148.863,107.49,-0.0521
mixed,8,1,0.125,4.0,16,512,512,2048,704,171.904,442.851,288.289,0.4295
mixed,8,1,0.125,4.0,16,2048,128,512,176,251.873,291.233,249.346,-0.0642
mixed,8,1,0.125,4.0,16,2048,512,2048,704,304.833,448.74,292.034,-0.0889
mixed,8,1,0.125,4.0,64,0,128,512,176,72.641,145.697,105.152,0.445
mixed,8,1,0.125,4.0,64,0,512,2048,704,172.994,444.355,286.273,0.4174
