pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
0,n<=128,sr<=15%,kvB<=16k,kp=0,0.0175,4
0,n<=128,sr<=15%,kvB<=1k,kp=0,0.1437,4
0,n<=128,sr<=15%,kvB<=32k,kp=0,0.0181,2
0,n<=128,sr<=15%,kvB<=4k,kp=0,0.0313,4
0,n<=128,sr<=40%,kvB<=16k,kp=0,0.0039,2
0,n<=128,sr<=40%,kvB<=1k,kp=0,0.1788,2
0,n<=128,sr<=40%,kvB<=32k,kp=0,0.0036,1
0,n<=128,sr<=40%,kvB<=4k,kp=0,-0.0072,2
0,n<=128,sr<=5%,kvB<=16k,kp=0,0.0333,8
0,n<=128,sr<=5%,kvB<=1k,kp=0,0.0852,8
0,n<=128,sr<=5%,kvB<=32k,kp=0,0.0305,4
0,n<=128,sr<=5%,kvB<=4k,kp=0,0.0412,8
0,n<=128,sr<=70%,kvB<=16k,kp=0,-0.0336,2
0,n<=128,sr<=70%,kvB<=1k,kp=0,0.1875,2
0,n<=128,sr<=70%,kvB<=32k,kp=0,-0.0365,1
0,n<=128,sr<=70%,kvB<=4k,kp=0,-0.0435,2
0,n<=128,sr>70%,kvB<=16k,kp=0,0.0396,4
0,n<=128,sr>70%,kvB<=1k,kp=0,0.5107,4
0,n<=128,sr>70%,kvB<=32k,kp=0,0.062,2
0,n<=128,sr>70%,kvB<=4k,kp=0,0.0679,4
0,n<=16,sr<=15%,kvB<=16k,kp=0,0.005,4
0,n<=16,sr<=15%,kvB<=1k,kp=0,0.254,4
0,n<=16,sr<=15%,kvB<=32k,kp=0,0.0111,2
0,n<=16,sr<=15%,kvB<=4k,kp=0,0.0079,4
0,n<=16,sr<=40%,kvB<=16k,kp=0,-0.0025,4
0,n<=16,sr<=40%,kvB<=1k,kp=0,0.3203,4
0,n<=16,sr<=40%,kvB<=32k,kp=0,0.0086,2
0,n<=16,sr<=40%,kvB<=4k,kp=0,0.0145,4
0,n<=16,sr<=70%,kvB<=16k,kp=0,-0.0258,2
0,n<=16,sr<=70%,kvB<=1k,kp=0,0.2604,2
0,n<=16,sr<=70%,kvB<=32k,kp=0,-0.0178,1
0,n<=16,sr<=70%,kvB<=4k,kp=0,-0.0762,2
0,n<=16,sr>70%,kvB<=16k,kp=0,-0.0175,4
0,n<=16,sr>70%,kvB<=1k,kp=0,0.5593,4
0,n<=16,sr>70%,kvB<=32k,kp=0,-0.1017,2
0,n<=16,sr>70%,kvB<=4k,kp=0,-0.1803,4
0,n<=2,sr<=70%,kvB<=16k,kp=0,0.0439,2
0,n<=2,sr<=70%,kvB<=1k,kp=0,0.5086,2
0,n<=2,sr<=70%,kvB<=32k,kp=0,0.0559,1
0,n<=2,sr<=70%,kvB<=4k,kp=0,0.148,2
0,n<=256,sr<=5%,kvB<=16k,kp=0,0.0116,2
0,n<=256,sr<=5%,kvB<=1k,kp=0,0.0283,2
0,n<=256,sr<=5%,kvB<=4k,kp=0,0.0064,2
0,n<=32,sr<=15%,kvB<=16k,kp=0,0.1353,6
0,n<=32,sr<=15%,kvB<=1k,kp=0,0.1707,6
0,n<=32,sr<=15%,kvB<=32k,kp=0,0.1333,3
0,n<=32,sr<=15%,kvB<=4k,kp=0,0.1505,6
0,n<=32,sr<=40%,kvB<=16k,kp=0,0.0986,2
0,n<=32,sr<=40%,kvB<=1k,kp=0,0.207,2
0,n<=32,sr<=40%,kvB<=32k,kp=0,0.1016,1
0,n<=32,sr<=40%,kvB<=4k,kp=0,0.0692,2
0,n<=32,sr<=5%,kvB<=16k,kp=0,0.1327,2
0,n<=32,sr<=5%,kvB<=1k,kp=0,0.0996,2
