prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
0,0,1,16,18.0013
0,0,1,64,17.9057
0,0,1,256,26.9643
0,0,1,1024,30.2403
0,0,1,4096,45.5633
0,0,1,16384,85.035
0,0,1,40960,155.759
0,0,2,16,28.641
0,0,2,64,28.5963
0,0,2,256,35.1263
0,0,2,1024,43.684
0,0,2,4096,63.116
0,0,2,16384,135.844
0,0,2,40960,273.236
0,0,4,16,28.597
0,0,4,64,28.639
0,0,4,256,36.5357
0,0,4,1024,49.893
0,0,4,4096,85.7577
0,0,4,16384,227.009
0,0,4,40960,507.966
0,0,8,16,28.9803
0,0,8,64,29.2683
0,0,8,256,42.05
0,0,8,1024,60.2753
0,0,8,4096,130.814
0,0,8,16384,410.903
0,0,8,40960,987.823
0,0,16,16,34.154
0,0,16,64,35.0917
0,0,16,256,53.9023
0,0,16,1024,92.6447
0,0,16,4096,228.626
0,0,16,16384,800.906
0,0,16,40960,1918.86
0,0,32,16,40.5337
0,0,32,64,43.959
0,0,32,256,72.04
0,0,32,1024,165.695
0,0,32,4096,538.691
0,0,32,16384,2058.48
0,0,32,40960,5078.84
0,0,64,16,50.4863
0,0,64,64,54.968
0,0,64,256,101.452
0,0,64,1024,251.257
0,0,64,4096,861.823
0,0,64,16384,3323.87
0,0,64,40960,8252.86
0,0,128,16,74.298
0,0,128,64,78.598
0,0,128,256,159.391
0,0,128,1024,432.253
0,0,128,4096,1546.35
0,0,128,16384,6022.65
0,0,128,40960,15001.8
0,0,256,16,126.164
0,0,256,64,131.434
0,0,256,256,277.758
0,0,256,1024,823.425
0,0,256,4096,3075.1
0,0,256,16384,12089
16,0,0,0,17.8367
16,0,1,16,17.986
16,0,1,64,18.0717
16,0,1,256,24.5047
16,0,1,1024,48.0593
16,0,1,4096,143.474
16,0,1,16384,524.404
16,0,1,40960,1285.83
16,0,2,16,18.424
16,0,2,64,18.2747
16,0,2,256,25.0277
16,0,2,1024,49.3917
16,0,2,4096,145.938
16,0,2,16384,527.798
16,0,2,40960,1291.25
16,0,4,16,20.013
16,0,4,64,20.0987
16,0,4,256,33.4327
16,0,4,1024,70.3227
16,0,4,4096,218.927
16,0,4,16384,812.297
16,0,4,40960,1991.35
16,0,8,16,30.4993
16,0,8,64,31.033
16,0,8,256,49.3283
16,0,8,1024,109.762
16,0,8,4096,385.932
16,0,8,16384,1372.79
16,0,8,40960,3213.43
16,0,16,16,39.503
16,0,16,64,40.175
16,0,16,256,71.3357
16,0,16,1024,166.258
16,0,16,4096,549.618
16,0,16,16384,2114.15
16,0,16,40960,5449.34
16,0,32,16,58.759
16,0,32,64,59.644
16,0,32,256,121.047
16,0,32,1024,304.694
16,0,32,4096,1047.6
16,0,32,16384,4696.67
16,0,32,40960,12689.5
16,0,64,16,102.229
16,0,64,64,103.402
16,0,64,256,224.066
16,0,64,1024,585.648
16,0,64,4096,2615.68
16,0,64,16384,11277.8
16,0,64,40960,28693.3
16,0,128,16,186.788
16,0,128,64,187.985
16,0,128,256,429.506
16,0,128,1024,1437.59
16,0,128,4096,5819.1
16,0,128,16384,23436.8
16,0,128,40960,58554.7
16,16,0,0,17.929
16,16,1,16,18.047
16,16,1,64,18.1747
16,16,1,256,24.56
16,16,1,1024,48.0227
16,16,1,4096,143.087
16,16,1,16384,523.671
16,16,1,40960,1284.1
16,16,2,16,18.5057
16,16,2,64,18.6447
16,16,2,256,25.1253
16,16,2,1024,49.5703
16,16,2,4096,145.587
16,16,2,16384,527.332
16,16,2,40960,1291.49
16,16,4,16,20.0843
16,16,4,64,20.1797
16,16,4,256,33.7193
16,16,4,1024,70.614
16,16,4,4096,218.135
16,16,4,16384,812.408
16,16,4,40960,1989.82
16,16,8,16,30.3613
16,16,8,64,31.1817
16,16,8,256,49.178
16,16,8,1024,111.222
16,16,8,4096,405.769
16,16,8,16384,1371.64
16,16,8,40960,3205.94
16,16,16,16,39.616
16,16,16,64,39.892
16,16,16,256,70.9267
16,16,16,1024,166.918
16,16,16,4096,564.687
16,16,16,16384,2109.94
16,16,16,40960,5422.87
16,16,32,16,58.764
16,16,32,64,59.6383
16,16,32,256,121.356
16,16,32,1024,303.877
16,16,32,4096,1045.8
16,16,32,16384,4632.11
16,16,32,40960,12611
16,16,64,16,101.859
16,16,64,64,103.097
16,16,64,256,223.466
16,16,64,1024,587.932
16,16,64,4096,2592.17
16,16,64,16384,11271.4
16,16,64,40960,28737.4
16,16,128,16,187.072
16,16,128,64,188.066
16,16,128,256,430.969
16,16,128,1024,1433.37
16,16,128,4096,5818.77
16,16,128,16384,23453
16,16,128,40960,58556.2
16,64,0,0,18.2967
16,64,1,16,18.297
16,64,1,64,18.297
16,64,1,256,24.4703
16,64,1,1024,48.1533
16,64,1,4096,143.52
16,64,1,16384,524.489
16,64,1,40960,1286.77
16,64,2,16,18.4897
16,64,2,64,18.7773
16,64,2,256,25.058
16,64,2,1024,49.5503
16,64,2,4096,145.527
16,64,2,16384,526.66
16,64,2,40960,1290.08
16,64,4,16,19.9393
16,64,4,64,20.4207
16,64,4,256,33.471
16,64,4,1024,70.8343
16,64,4,4096,217.749
16,64,4,16384,815.006
16,64,4,40960,1990.02
16,64,8,16,30.39
16,64,8,64,31.1787
16,64,8,256,49.146
16,64,8,1024,111.334
16,64,8,4096,367.823
16,64,8,16384,1374.36
16,64,8,40960,3214.34
16,64,16,16,39.4433
16,64,16,64,40.0717
16,64,16,256,71.2197
16,64,16,1024,167.595
16,64,16,4096,548.964
16,64,16,16384,2114.86
16,64,16,40960,5403.47
16,64,32,16,58.7553
16,64,32,64,59.6833
16,64,32,256,121.157
16,64,32,1024,303.011
16,64,32,4096,1046.9
16,64,32,16384,4678.98
16,64,32,40960,12567.7
16,64,64,16,102.092
16,64,64,64,103.137
16,64,64,256,224.618
16,64,64,1024,591.861
16,64,64,4096,2607.81
16,64,64,16384,11276.4
16,64,64,40960,28743.9
16,64,128,16,186.861
16,64,128,64,187.705
16,64,128,256,430.873
16,64,128,1024,1431.38
16,64,128,4096,5807.83
16,64,128,16384,23446
16,64,128,40960,58582.6
16,256,0,0,26.2447
16,256,1,16,24.9973
16,256,1,64,25.1143
16,256,1,256,26.0743
16,256,1,1024,48.2663
16,256,1,4096,143.424
16,256,1,16384,524.356
16,256,1,40960,1285.33
16,256,2,16,25.1783
16,256,2,64,25.3067
16,256,2,256,26.6503
16,256,2,1024,49.2477
16,256,2,4096,145.59
16,256,2,16384,527.473
16,256,2,40960,1291.56
16,256,4,16,27.8553
16,256,4,64,28.09
16,256,4,256,34.3183
16,256,4,1024,70.076
16,256,4,4096,219.08
16,256,4,16384,813.167
16,256,4,40960,1991.88
16,256,8,16,40.2793
16,256,8,64,40.205
16,256,8,256,47.329
16,256,8,1024,117.257
16,256,8,4096,366.232
16,256,8,16384,1304.05
