regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
pure,2,1,0.5,4.0,0,0,128,512,320,100.513,102.563,102.594,1.0151
pure,2,1,0.5,4.0,0,0,1024,4096,2560,120.451,145.829,129.315,0.3493
pure,2,1,0.5,4.0,0,0,8192,32768,20480,241.894,310.828,267.398,0.37
mixed,2,1,0.5,4.0,16,0,128,512,320,72.162,94.69,93.443,0.9446
mixed,2,1,0.5,4.0,16,0,1024,4096,2560,283.462,426.187,421.803,0.9693
mixed,2,1,0.5,4.0,16,0,8192,32768,20480,1947.12,3082.924,3079.153,0.9967
mixed,2,1,0.5,4.0,16,512,128,512,320,95.234,95.939,95.042,-0.2723
mixed,2,1,0.5,4.0,16,512,1024,4096,2560,283.848,426.314,422.089,0.9703
mixed,2,1,0.5,4.0,16,512,8192,32768,20480,1945.422,3083.174,3080.167,0.9974
mixed,2,1,0.5,4.0,16,4096,128,512,320,422.825,423.147,422.762,-0.1957
mixed,2,1,0.5,4.0,16,4096,1024,4096,2560,424.106,426.76,424.201,0.0358
mixed,2,1,0.5,4.0,16,4096,8192,32768,20480,1941.835,3088.13,3084.386,0.9967
mixed,2,1,0.5,4.0,16,20480,128,512,320,1938.986,1937.737,1939.208,
mixed,2,1,0.5,4.0,16,20480,1024,4096,2560,1948.903,1943.879,1949.512,
mixed,2,1,0.5,4.0,16,20480,8192,32768,20480,1951.719,3088.467,3086.752,0.9985
mixed,2,1,0.5,4.0,128,0,128,512,320,75.107,96.385,95.618,0.964
mixed,2,1,0.5,4.0,128,0,1024,4096,2560,285.349,428.007,424.105,0.9726
mixed,2,1,0.5,4.0,128,0,8192,32768,20480,1945.438,3081.211,3070.298,0.9904
mixed,2,1,0.5,4.0,128,512,128,512,320,98.976,100.161,98.625,-0.2962
mixed,2,1,0.5,4.0,128,512,1024,4096,2560,285.51,428.552,425.255,0.977
mixed,2,1,0.5,4.0,128,512,8192,32768,20480,1946.5,3083.576,3071.127,0.9891
mixed,2,1,0.5,4.0,128,4096,128,512,320,426.951,427.559,428.168,2.0016
mixed,2,1,0.5,4.0,128,4096,1024,4096,2560,428.519,431.369,429.768,0.4382
mixed,2,1,0.5,4.0,128,4096,8192,32768,20480,1946.308,3085.75,3080.211,0.9951
mixed,2,1,0.5,4.0,128,20480,128,512,320,1938.528,1937.314,1937.633,
mixed,2,1,0.5,4.0,128,20480,1024,4096,2560,1953.41,1951.84,1952.802,
mixed,2,1,0.5,4.0,128,20480,8192,32768,20480,1958.784,3094.13,3086.899,0.9936
mixed,2,1,0.5,4.0,1024,0,128,512,320,252.42,252.902,256.516,8.4979
mixed,2,1,0.5,4.0,1024,0,1024,4096,2560,493.255,700.617,548.937,0.2685
mixed,2,1,0.5,4.0,1024,0,8192,32768,20480,2991.569,4751.083,4223.106,0.6999
mixed,2,1,0.5,4.0,1024,512,128,512,320,366.566,388.644,382.151,0.7059
mixed,2,1,0.5,4.0,1024,512,1024,4096,2560,517.576,725.671,637.545,0.5765
mixed,2,1,0.5,4.0,1024,512,8192,32768,20480,3050.765,4727.142,3890.325,0.5008
mixed,2,1,0.5,4.0,1024,4096,128,512,320,1306.098,1356.98,1345.138,0.7673
mixed,2,1,0.5,4.0,1024,4096,1024,4096,2560,1340.947,1357.043,1365.651,1.5348
mixed,2,1,0.5,4.0,1024,4096,8192,32768,20480,2953.13,4832.738,4333.915,0.7346
mixed,2,1,0.5,4.0,1024,20480,128,512,320,4894.239,4888.193,4883.232,
mixed,2,1,0.5,4.0,1024,20480,1024,4096,2560,5091.044,5121.414,5022.947,-2.2422
mixed,2,1,0.5,4.0,1024,20480,8192,32768,20480,4895.693,6141.95,6238.675,1.0776
mixed,2,1,0.5,4.0,2048,0,128,512,320,620.902,620.007,622.536,
mixed,2,1,0.5,4.0,2048,0,1024,4096,2560,716.585,876.812,863.498,0.9169
mixed,2,1,0.5,4.0,2048,0,8192,32768,20480,3166.181,4898.012,4249.14,0.6253
mixed,2,1,0.5,4.0,2048,512,128,512,320,806.219,811.947,831.37,4.3909
mixed,2,1,0.5,4.0,2048,512,1024,4096,2560,878.06,1054.221,988.618,0.6276
mixed,2,1,0.5,4.0,2048,512,8192,32768,20480,3006.596,4975.673,4190.576,0.6013
mixed,2,1,0.5,4.0,2048,4096,128,512,320,2265.752,2274.426,2261.946,-0.4388
mixed,2,1,0.5,4.0,2048,4096,1024,4096,2560,2287.129,2283.192,2292.672,
mixed,2,1,0.5,4.0,2048,4096,8192,32768,20480,4079.661,5723.025,5457.595,0.8385
mixed,2,1,0.5,4.0,2048,20480,128,512,320,8071.861,8062.163,8078.067,
mixed,2,1,0.5,4.0,2048,20480,1024,4096,2560,8156.532,8286.645,8210.482,0.4146
mixed,2,1,0.5,4.0,2048,20480,8192,32768,20480,8980.062,10076.994,9885.566,0.8255
pure,16,1,0.0625,4.0,0,0,128,512,152,104.129,129.408,117.606,0.5331
pure,16,1,0.0625,4.0,0,0,1024,4096,1216,167.84,279.746,197.347,0.2637
pure,16,1,0.0625,4.0,0,0,8192,32768,9728,477.666,1318.763,797.828,0.3806
mixed,16,1,0.0625,4.0,16,0,128,512,152,116.513,207.521,140.865,0.2676
mixed,16,1,0.0625,4.0,16,0,1024,4096,1216,359.683,1202.09,586.467,0.2692
mixed,16,1,0.0625,4.0,16,0,8192,32768,9728,2477.558,7748.895,4215.748,0.3297
mixed,16,1,0.0625,4.0,16,512,128,512,152,144.388,196.194,155.073,0.2063
mixed,16,1,0.0625,4.0,16,512,1024,4096,1216,379.14,1205.001,639.364,0.3151
mixed,16,1,0.0625,4.0,16,512,8192,32768,9728,2628.791,7760.346,4229.118,0.3119
mixed,16,1,0.0625,4.0,16,4096,128,512,152,589.445,518.98,594.372,
mixed,16,1,0.0625,4.0,16,4096,1024,4096,1216,649.958,1205.897,669.411,0.035
mixed,16,1,0.0625,4.0,16,4096,8192,32768,9728,2631.442,7955.638,4240.51,0.3022
mixed,16,1,0.0625,4.0,16,20480,128,512,152,2273.711,2012.173,1973.327,
mixed,16,1,0.0625,4.0,16,20480,1024,4096,1216,2687.25,2809.971,2160.143,-4.2952
mixed,16,1,0.0625,4.0,16,20480,8192,32768,9728,3459.191,8401.49,4523.77,0.2154
mixed,16,1,0.0625,4.0,128,0,128,512,152,119.81,213.089,146.336,0.2844
mixed,16,1,0.0625,4.0,128,0,1024,4096,1216,362.21,1156.264,600.579,0.3002
mixed,16,1,0.0625,4.0,128,0,8192,32768,9728,2627.376,7756.236,4470.2,0.3593
mixed,16,1,0.0625,4.0,128,512,128,512,152,156.769,201.376,171.137,0.3221
mixed,16,1,0.0625,4.0,128,512,1024,4096,1216,382.594,1205.383,663.715,0.3417
mixed,16,1,0.0625,4.0,128,512,8192,32768,9728,2638.316,7779.015,4476.567,0.3576
mixed,16,1,0.0625,4.0,128,4096,128,512,152,637.635,646.98,634.531,-0.3322
mixed,16,1,0.0625,4.0,128,4096,1024,4096,1216,745.732,1215.879,740.484,-0.0112
mixed,16,1,0.0625,4.0,128,4096,8192,32768,9728,2768.075,8048.064,4364.435,0.3023
mixed,16,1,0.0625,4.0,128,20480,128,512,152,2886.476,2919.341,2889.548,0.0935
mixed,16,1,0.0625,4.0,128,20480,1024,4096,1216,2954.379,3136.792,2922.86,-0.1728
mixed,16,1,0.0625,4.0,128,20480,8192,32768,9728,3910.756,8720.256,4352.751,0.0919
mixed,16,1,0.0625,4.0,1024,0,128,512,152,335.112,378.538,335.53,0.0096
mixed,16,1,0.0625,4.0,1024,0,1024,4096,1216,513.421,1262.206,769.14,0.3415
mixed,16,1,0.0625,4.0,1024,0,8192,32768,9728,2718.533,8178.509,4451.629,0.3174
mixed,16,1,0.0625,4.0,1024,512,128,512,152,468.908,504.236,450.953,-0.5082
mixed,16,1,0.0625,4.0,1024,512,1024,4096,1216,616.178,1330.398,821.042,0.2868
mixed,16,1,0.0625,4.0,1024,512,8192,32768,9728,2893.702,8333.963,5080.538,0.402
mixed,16,1,0.0625,4.0,1024,4096,128,512,152,1398.882,1403.715,1364.705,-7.0716
mixed,16,1,0.0625,4.0,1024,4096,1024,4096,1216,1437.986,1942.894,1454.173,0.0321
mixed,16,1,0.0625,4.0,1024,4096,8192,32768,9728,3301.392,9654.692,4943.283,0.2584
mixed,16,1,0.0625,4.0,1024,20480,128,512,152,5010.038,5090.261,4994.516,-0.1935
mixed,16,1,0.0625,4.0,1024,20480,1024,4096,1216,5294.907,5898.409,5633.472,0.561
mixed,16,1,0.0625,4.0,1024,20480,8192,32768,9728,6800.126,11856.958,8063.895,0.2499
mixed,16,1,0.0625,4.0,2048,0,128,512,152,731.89,801.68,760.113,0.4044
mixed,16,1,0.0625,4.0,2048,0,1024,4096,1216,913.876,1613.668,1096.472,0.2609
mixed,16,1,0.0625,4.0,2048,0,8192,32768,9728,3098.726,9929.532,4881.323,0.261
mixed,16,1,0.0625,4.0,2048,512,128,512,152,934.645,1017.976,930.548,-0.0492
mixed,16,1,0.0625,4.0,2048,512,1024,4096,1216,1094.36,1801.927,1234.779,0.1985
mixed,16,1,0.0625,4.0,2048,512,8192,32768,9728,3317.64,10131.771,5055.435,0.255
mixed,16,1,0.0625,4.0,2048,4096,128,512,152,2363.474,2429.78,2372.978,0.1433
mixed,16,1,0.0625,4.0,2048,4096,1024,4096,1216,2501.589,2910.173,2439.316,-0.1524
mixed,16,1,0.0625,4.0,2048,4096,8192,32768,9728,4387.132,10889.251,6230.437,0.2835
mixed,16,1,0.0625,4.0,2048,20480,128,512,152,8647.072,8677.657,8122.954,-17.1364
mixed,16,1,0.0625,4.0,2048,20480,1024,4096,1216,8820.76,9348.353,9090.268,0.5108
mixed,16,1,0.0625,4.0,2048,20480,8192,32768,9728,10201.392,15589.473,11058.273,0.159
pure,16,2,0.125,4.0,0,0,128,512,176,104.098,128.896,117.924,0.5575
pure,16,2,0.125,4.0,0,0,1024,4096,1408,176.259,280.293,202.692,0.2541
pure,16,2,0.125,4.0,0,0,8192,32768,11264,539.723,1313.466,801.167,0.3379
mixed,16,2,0.125,4.0,16,0,128,512,176,116.387,212.642,146.786,0.3158
mixed,16,2,0.125,4.0,16,0,1024,4096,1408,415.241,1154.549,637.227,0.3003
mixed,16,2,0.125,4.0,16,0,8192,32768,11264,2862.196,7731.829,4966.944,0.4322
mixed,16,2,0.125,4.0,16,512,128,512,176,149.347,196.803,160.003,0.2245
mixed,16,2,0.125,4.0,16,512,1024,4096,1408,435.271,1160.949,726.508,0.4013
mixed,16,2,0.125,4.0,16,512,8192,32768,11264,2730.261,7751.664,5144.543,0.4808
mixed,16,2,0.125,4.0,16,4096,128,512,176,470.057,521.546,472.617,0.0497
mixed,16,2,0.125,4.0,16,4096,1024,4096,1408,646.508,1212.47,695.662,0.0869
mixed,16,2,0.125,4.0,16,4096,8192,32768,11264,2924.371,7931.858,5251.488,0.4647
mixed,16,2,0.125,4.0,16,20480,128,512,176,2274.827,2624.432,1980.132,-0.8429
mixed,16,2,0.125,4.0,16,20480,1024,4096,1408,2136.839,2755.626,2690.537,0.8948
mixed,16,2,0.125,4.0,16,20480,8192,32768,11264,3533.695,8711.803,5140.413,0.3103
mixed,16,2,0.125,4.0,128,0,128,512,176,119.777,210.248,150.019,0.3343
mixed,16,2,0.125,4.0,128,0,1024,4096,1408,419.176,1143.216,637.611,0.3017
mixed,16,2,0.125,4.0,128,0,8192,32768,11264,2883.634,7763.782,4670.17,0.3661
mixed,16,2,0.125,4.0,128,512,128,512,176,156.675,200.674,160.706,0.0916
mixed,16,2,0.125,4.0,128,512,1024,4096,1408,437.928,1203.797,690.956,0.3304
mixed,16,2,0.125,4.0,128,512,8192,32768,11264,2879.471,7764.514,4871.217,0.4077
mixed,16,2,0.125,4.0,128,4096,128,512,176,644.971,650.379,648.457,0.6446
mixed,16,2,0.125,4.0,128,4096,1024,4096,1408,706.795,1206.995,742.732,0.0718
mixed,16,2,0.125,4.0,128,4096,8192,32768,11264,3111.027,8047.65,4682.187,0.3183
mixed,16,2,0.125,4.0,128,20480,128,512,176,2889.679,2903.407,2891.374,0.1235
mixed,16,2,0.125,4.0,128,20480,1024,4096,1408,2970.481,3126.419,2978.895,0.054
mixed,16,2,0.125,4.0,128,20480,8192,32768,11264,3966.399,8740.299,5180.915,0.2544
mixed,16,2,0.125,4.0,1024,0,128,512,176,345.828,384.327,343.687,-0.0556
mixed,16,2,0.125,4.0,1024,0,1024,4096,1408,584.456,1278.836,817.932,0.3362
mixed,16,2,0.125,4.0,1024,0,8192,32768,11264,3018.734,8117.82,5165.648,0.421
mixed,16,2,0.125,4.0,1024,512,128,512,176,461.415,510.888,471.206,0.1979
mixed,16,2,0.125,4.0,1024,512,1024,4096,1408,673.962,1343.796,919.277,0.3662
mixed,16,2,0.125,4.0,1024,512,8192,32768,11264,3282.642,8756.228,5628.595,0.4286
mixed,16,2,0.125,4.0,1024,4096,128,512,176,1424.883,1389.716,1395.702,
mixed,16,2,0.125,4.0,1024,4096,1024,4096,1408,1466.902,1921.435,1484.311,0.0383
mixed,16,2,0.125,4.0,1024,4096,8192,32768,11264,3754.199,9721.869,5647.121,0.3172
mixed,16,2,0.125,4.0,1024,20480,128,512,176,4995.208,5117.643,5000.296,0.0416
mixed,16,2,0.125,4.0,1024,20480,1024,4096,1408,5858.212,5913.844,5542.958,-5.6668
mixed,16,2,0.125,4.0,1024,20480,8192,32768,11264,7033.222,11844.616,7610.475,0.12
mixed,16,2,0.125,4.0,2048,0,128,512,176,756.652,807.403,757.455,0.0158
mixed,16,2,0.125,4.0,2048,0,1024,4096,1408,942.253,1601.942,1111.535,0.2566
mixed,16,2,0.125,4.0,2048,0,8192,32768,11264,3607.345,9917.128,5466.603,0.2947
mixed,16,2,0.125,4.0,2048,512,128,512,176,949.966,981.455,959.149,0.2916
mixed,16,2,0.125,4.0,2048,512,1024,4096,1408,1121.262,1773.566,1269.201,0.2268
mixed,16,2,0.125,4.0,2048,512,8192,32768,11264,3751.313,10153.291,5208.997,0.2277
mixed,16,2,0.125,4.0,2048,4096,128,512,176,2365.793,2400.029,2348.351,-0.5095
mixed,16,2,0.125,4.0,2048,4096,1024,4096,1408,2485.792,2928.295,2490.017,0.0095
mixed,16,2,0.125,4.0,2048,4096,8192,32768,11264,4817.952,10862.538,6314.256,0.2475
mixed,16,2,0.125,4.0,2048,20480,128,512,176,8156.778,8240.617,8382.184,2.6886
mixed,16,2,0.125,4.0,2048,20480,1024,4096,1408,9127.476,9333.592,9056.593,-0.3439
mixed,16,2,0.125,4.0,2048,20480,8192,32768,11264,10666.119,15498.019,11411.282,0.1542
pure,16,3,0.1875,4.0,0,0,128,512,200,104.834,128.544,119.427,0.6155
pure,16,3,0.1875,4.0,0,0,1024,4096,1600,193.378,280.93,206.34,0.148
pure,16,3,0.1875,4.0,0,0,8192,32768,12800,576.874,1316.017,806.154,0.3102
mixed,16,3,0.1875,4.0,16,0,128,512,200,117.858,210.594,157.347,0.4258
mixed,16,3,0.1875,4.0,16,0,1024,4096,1600,448.806,1206.285,746.795,0.3934
mixed,16,3,0.1875,4.0,16,0,8192,32768,12800,3071.716,7753.596,4986.363,0.4089
mixed,16,3,0.1875,4.0,16,512,128,512,200,145.635,198.53,160.129,0.274
mixed,16,3,0.1875,4.0,16,512,1024,4096,1600,468.901,1201.645,745.544,0.3775
mixed,16,3,0.1875,4.0,16,512,8192,32768,12800,3098.02,7726.426,5168.54,0.4474
mixed,16,3,0.1875,4.0,16,4096,128,512,200,590.345,519.333,528.166,
mixed,16,3,0.1875,4.0,16,4096,1024,4096,1600,694.471,1208.272,740.873,0.0903
mixed,16,3,0.1875,4.0,16,4096,8192,32768,12800,3371.686,8014.971,5057.676,0.3631
mixed,16,3,0.1875,4.0,16,20480,128,512,200,2276.923,2016.374,1980.406,
mixed,16,3,0.1875,4.0,16,20480,1024,4096,1600,2155.871,2807.518,2455.166,0.4593
mixed,16,3,0.1875,4.0,16,20480,8192,32768,12800,3750.76,8717.727,5422.227,0.3365
mixed,16,3,0.1875,4.0,128,0,128,512,200,122.368,214.019,164.068,0.455
mixed,16,3,0.1875,4.0,128,0,1024,4096,1600,451.173,1201.357,716.935,0.3543
mixed,16,3,0.1875,4.0,128,0,8192,32768,12800,3092.0,7745.712,5424.314,0.5012
mixed,16,3,0.1875,4.0,128,512,128,512,200,160.226,202.178,168.993,0.209
mixed,16,3,0.1875,4.0,128,512,1024,4096,1600,491.27,1126.988,672.295,0.2848
mixed,16,3,0.1875,4.0,128,512,8192,32768,12800,3300.929,7752.077,5007.507,0.3834
mixed,16,3,0.1875,4.0,128,4096,128,512,200,636.52,632.264,649.319,
mixed,16,3,0.1875,4.0,128,4096,1024,4096,1600,741.031,1218.315,743.113,0.0044
mixed,16,3,0.1875,4.0,128,4096,8192,32768,12800,3512.133,8046.862,4955.73,0.3183
mixed,16,3,0.1875,4.0,128,20480,128,512,200,2904.221,2908.795,2896.445,-1.7
mixed,16,3,0.1875,4.0,128,20480,1024,4096,1600,2978.3,3201.183,2954.684,-0.106
mixed,16,3,0.1875,4.0,128,20480,8192,32768,12800,4235.778,8764.119,5238.164,0.2214
mixed,16,3,0.1875,4.0,1024,0,128,512,200,346.852,386.755,352.547,0.1427
mixed,16,3,0.1875,4.0,1024,0,1024,4096,1600,609.669,1287.048,881.384,0.4011
mixed,16,3,0.1875,4.0,1024,0,8192,32768,12800,3379.554,8104.749,5411.922,0.4301
mixed,16,3,0.1875,4.0,1024,512,128,512,200,470.086,509.189,471.205,0.0286
mixed,16,3,0.1875,4.0,1024,512,1024,4096,1600,705.926,1323.883,873.544,0.2712
mixed,16,3,0.1875,4.0,1024,512,8192,32768,12800,3768.715,8304.525,5527.442,0.3877
mixed,16,3,0.1875,4.0,1024,4096,128,512,200,1397.933,1399.053,1385.645,-10.9714
mixed,16,3,0.1875,4.0,1024,4096,1024,4096,1600,1469.199,1923.439,1504.588,0.0779
mixed,16,3,0.1875,4.0,1024,4096,8192,32768,12800,4005.922,9789.88,5858.323,0.3203
mixed,16,3,0.1875,4.0,1024,20480,128,512,200,4990.986,5367.058,5004.744,0.0366
mixed,16,3,0.1875,4.0,1024,20480,1024,4096,1600,5359.338,5904.369,5589.676,0.4226
mixed,16,3,0.1875,4.0,1024,20480,8192,32768,12800,7253.969,11883.686,8438.855,0.2559
mixed,16,3,0.1875,4.0,2048,0,128,512,200,763.94,811.593,782.374,0.3868
mixed,16,3,0.1875,4.0,2048,0,1024,4096,1600,967.783,1596.302,1152.615,0.2941
mixed,16,3,0.1875,4.0,2048,0,8192,32768,12800,4051.775,9869.235,5832.306,0.3061
mixed,16,3,0.1875,4.0,2048,512,128,512,200,959.529,987.524,982.439,0.8184
mixed,16,3,0.1875,4.0,2048,512,1024,4096,1600,1157.385,1790.094,1325.612,0.2659
mixed,16,3,0.1875,4.0,2048,512,8192,32768,12800,4216.673,10170.322,6050.544,0.308
mixed,16,3,0.1875,4.0,2048,4096,128,512,200,2393.106,2414.069,2349.81,-2.0654
mixed,16,3,0.1875,4.0,2048,4096,1024,4096,1600,2532.02,2911.477,2542.1,0.0266
mixed,16,3,0.1875,4.0,2048,4096,8192,32768,12800,5209.896,10735.511,7204.343,0.3609
mixed,16,3,0.1875,4.0,2048,20480,128,512,200,8136.767,8240.284,8428.225,2.8156
mixed,16,3,0.1875,4.0,2048,20480,1024,4096,1600,9098.568,9303.691,9074.849,-0.1156
mixed,16,3,0.1875,4.0,2048,20480,8192,32768,12800,10670.357,15513.268,11768.602,0.2268
pure,16,4,0.25,4.0,0,0,128,512,224,104.962,128.642,118.977,0.5918
pure,16,4,0.25,4.0,0,0,1024,4096,1792,195.489,279.489,210.627,0.1802
pure,16,4,0.25,4.0,0,0,8192,32768,14336,636.451,1308.744,814.148,0.2643
mixed,16,4,0.25,4.0,16,0,128,512,224,118.785,212.512,158.883,0.4278
mixed,16,4,0.25,4.0,16,0,1024,4096,1792,501.732,1202.282,740.228,0.3404
mixed,16,4,0.25,4.0,16,0,8192,32768,14336,3629.529,7759.608,5465.478,0.4445
mixed,16,4,0.25,4.0,16,512,128,512,224,151.489,196.93,161.184,0.2134
mixed,16,4,0.25,4.0,16,512,1024,4096,1792,525.251,1155.657,734.662,0.3322
mixed,16,4,0.25,4.0,16,512,8192,32768,14336,3631.384,7740.565,5377.573,0.4249
mixed,16,4,0.25,4.0,16,4096,128,512,224,472.226,572.803,479.844,0.0757
mixed,16,4,0.25,4.0,16,4096,1024,4096,1792,730.406,1199.081,742.531,0.0259
mixed,16,4,0.25,4.0,16,4096,8192,32768,14336,3629.879,7945.107,5423.204,0.4156
mixed,16,4,0.25,4.0,16,20480,128,512,224,1971.085,2023.342,1973.228,0.041
mixed,16,4,0.25,4.0,16,20480,1024,4096,1792,2467.088,2522.674,2178.221,-5.1968
mixed,16,4,0.25,4.0,16,20480,8192,32768,14336,4039.931,8719.318,5474.147,0.3065
mixed,16,4,0.25,4.0,128,0,128,512,224,121.856,214.049,163.969,0.4568
mixed,16,4,0.25,4.0,128,0,1024,4096,1792,526.179,1206.504,740.133,0.3145
mixed,16,4,0.25,4.0,128,0,8192,32768,14336,3641.239,7757.935,5421.378,0.4324
mixed,16,4,0.25,4.0,128,512,128,512,224,147.648,201.537,173.087,0.4721
mixed,16,4,0.25,4.0,128,512,1024,4096,1792,559.972,1161.638,753.477,0.3216
mixed,16,4,0.25,4.0,128,512,8192,32768,14336,3445.973,7761.774,5438.59,0.4617
mixed,16,4,0.25,4.0,128,4096,128,512,224,639.522,649.923,628.803,-1.0306
mixed,16,4,0.25,4.0,128,4096,1024,4096,1792,830.212,1213.48,766.213,-0.167
mixed,16,4,0.25,4.0,128,4096,8192,32768,14336,3771.831,8055.437,5553.599,0.416
mixed,16,4,0.25,4.0,128,20480,128,512,224,2895.339,2922.863,2897.224,0.0685
mixed,16,4,0.25,4.0,128,20480,1024,4096,1792,3026.449,3140.433,2961.915,-0.5662
mixed,16,4,0.25,4.0,128,20480,8192,32768,14336,4411.448,8735.122,5472.237,0.2453
mixed,16,4,0.25,4.0,1024,0,128,512,224,333.636,385.058,355.008,0.4156
mixed,16,4,0.25,4.0,1024,0,1024,4096,1792,674.499,1291.112,881.957,0.3364
mixed,16,4,0.25,4.0,1024,0,8192,32768,14336,3695.539,8160.204,5594.593,0.4254
mixed,16,4,0.25,4.0,1024,512,128,512,224,456.803,498.018,487.138,0.736
mixed,16,4,0.25,4.0,1024,512,1024,4096,1792,771.075,1339.144,953.318,0.3208
mixed,16,4,0.25,4.0,1024,512,8192,32768,14336,4060.114,8413.931,5723.423,0.382
mixed,16,4,0.25,4.0,1024,4096,128,512,224,1391.017,1421.671,1401.542,0.3433
mixed,16,4,0.25,4.0,1024,4096,1024,4096,1792,1528.744,1892.938,1486.95,-0.1148
mixed,16,4,0.25,4.0,1024,4096,8192,32768,14336,4349.751,9612.27,6108.99,0.3343
mixed,16,4,0.25,4.0,1024,20480,128,512,224,5027.289,5100.471,5041.676,0.1966
mixed,16,4,0.25,4.0,1024,20480,1024,4096,1792,5711.165,5901.628,5520.539,-1.0009
mixed,16,4,0.25,4.0,1024,20480,8192,32768,14336,7494.053,11893.115,8575.625,0.2459
mixed,16,4,0.25,4.0,2048,0,128,512,224,745.988,817.988,743.971,-0.028
mixed,16,4,0.25,4.0,2048,0,1024,4096,1792,1003.205,1617.287,1232.325,0.3731
mixed,16,4,0.25,4.0,2048,0,8192,32768,14336,4489.234,9646.827,6106.366,0.3135
mixed,16,4,0.25,4.0,2048,512,128,512,224,964.997,1010.12,948.004,-0.3766
mixed,16,4,0.25,4.0,2048,512,1024,4096,1792,1197.926,1786.121,1338.854,0.2396
mixed,16,4,0.25,4.0,2048,512,8192,32768,14336,4627.061,10173.901,6191.74,0.2821
mixed,16,4,0.25,4.0,2048,4096,128,512,224,2394.088,2387.469,2354.153,
mixed,16,4,0.25,4.0,2048,4096,1024,4096,1792,2587.63,2940.621,2539.179,-0.1373
mixed,16,4,0.25,4.0,2048,4096,8192,32768,14336,5567.737,10781.327,7305.568,0.3333
mixed,16,4,0.25,4.0,2048,20480,128,512,224,8138.813,8713.827,8413.828,0.4783
mixed,16,4,0.25,4.0,2048,20480,1024,4096,1792,9151.816,9421.418,9111.013,-0.1513
mixed,16,4,0.25,4.0,2048,20480,8192,32768,14336,11050.51,15484.353,12140.308,0.2458
pure,16,8,0.5,4.0,0,0,128,512,320,109.536,129.731,123.04,0.6687
pure,16,8,0.5,4.0,0,0,1024,4096,2560,225.152,279.712,228.48,0.061
pure,16,8,0.5,4.0,0,0,8192,32768,20480,861.092,1315.749,873.476,0.0272
mixed,16,8,0.5,4.0,16,0,128,512,320,147.776,211.457,167.36,0.3075
mixed,16,8,0.5,4.0,16,0,1024,4096,2560,711.875,1208.55,745.54,0.0678
mixed,16,8,0.5,4.0,16,0,8192,32768,20480,4878.515,7753.437,5478.612,0.2087
mixed,16,8,0.5,4.0,16,512,128,512,320,170.336,197.026,163.552,-0.2542
mixed,16,8,0.5,4.0,16,512,1024,4096,2560,717.187,1208.838,782.434,0.1327
mixed,16,8,0.5,4.0,16,512,8192,32768,20480,4867.506,7756.892,5557.269,0.2387
mixed,16,8,0.5,4.0,16,4096,128,512,320,548.161,520.449,542.403,
mixed,16,8,0.5,4.0,16,4096,1024,4096,2560,881.057,1204.485,771.457,-0.3389
mixed,16,8,0.5,4.0,16,4096,8192,32768,20480,5103.633,8006.012,5760.915,0.2265
mixed,16,8,0.5,4.0,16,20480,128,512,320,2292.103,2015.207,1983.336,
mixed,16,8,0.5,4.0,16,20480,1024,4096,2560,2371.912,2515.463,2487.751,0.807
mixed,16,8,0.5,4.0,16,20480,8192,32768,20480,4867.567,8680.798,5529.941,0.1737
mixed,16,8,0.5,4.0,128,0,128,512,320,149.504,210.752,174.658,0.4107
mixed,16,8,0.5,4.0,128,0,1024,4096,2560,718.532,1210.627,749.089,0.0621
