pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
0,n<=128,sr<=15%,kvB<=16k,kp=0,0.045,4
0,n<=128,sr<=15%,kvB<=1k,kp=0,0.2615,4
0,n<=128,sr<=15%,kvB<=32k,kp=0,0.0037,2
0,n<=128,sr<=15%,kvB<=4k,kp=0,0.0046,4
0,n<=128,sr<=40%,kvB<=16k,kp=0,0.0523,2
0,n<=128,sr<=40%,kvB<=1k,kp=0,0.3381,2
0,n<=128,sr<=40%,kvB<=32k,kp=0,-0.0059,1
0,n<=128,sr<=40%,kvB<=4k,kp=0,0.0142,2
0,n<=128,sr<=5%,kvB<=16k,kp=0,0.0399,8
0,n<=128,sr<=5%,kvB<=1k,kp=0,0.2216,8
0,n<=128,sr<=5%,kvB<=32k,kp=0,0.0061,4
0,n<=128,sr<=5%,kvB<=4k,kp=0,0.0117,8
0,n<=128,sr<=70%,kvB<=16k,kp=0,0.0847,2
0,n<=128,sr<=70%,kvB<=1k,kp=0,0.3238,2
0,n<=128,sr<=70%,kvB<=32k,kp=0,-0.0268,1
0,n<=128,sr<=70%,kvB<=4k,kp=0,-0.0769,2
0,n<=128,sr>70%,kvB<=16k,kp=0,0.3689,4
0,n<=128,sr>70%,kvB<=1k,kp=0,0.6448,4
0,n<=128,sr>70%,kvB<=32k,kp=0,0.0459,2
0,n<=128,sr>70%,kvB<=4k,kp=0,-0.161,4
0,n<=16,sr<=15%,kvB<=16k,kp=0,0.2069,2
0,n<=16,sr<=15%,kvB<=1k,kp=0,0.3969,4
0,n<=16,sr<=15%,kvB<=32k,kp=0,0.2776,2
0,n<=16,sr<=15%,kvB<=4k,kp=0,0.122,4
0,n<=16,sr<=40%,kvB<=16k,kp=0,0.1317,2
0,n<=16,sr<=40%,kvB<=1k,kp=0,0.3831,4
0,n<=16,sr<=40%,kvB<=32k,kp=0,0.1842,2
0,n<=16,sr<=40%,kvB<=4k,kp=0,-0.0171,4
0,n<=16,sr<=70%,kvB<=16k,kp=0,-0.0799,1
0,n<=16,sr<=70%,kvB<=1k,kp=0,1.1287,2
0,n<=16,sr<=70%,kvB<=32k,kp=0,0.1671,1
0,n<=16,sr<=70%,kvB<=4k,kp=0,0.1057,2
0,n<=16,sr>70%,kvB<=16k,kp=0,0.8195,2
0,n<=16,sr>70%,kvB<=1k,kp=0,2.116,4
0,n<=16,sr>70%,kvB<=32k,kp=0,0.9654,2
0,n<=16,sr>70%,kvB<=4k,kp=0,0.7677,4
0,n<=2,sr<=70%,kvB<=16k,kp=0,0.209,2
0,n<=2,sr<=70%,kvB<=1k,kp=0,2.9756,2
0,n<=2,sr<=70%,kvB<=32k,kp=0,-0.7203,1
0,n<=2,sr<=70%,kvB<=4k,kp=0,0.6187,2
0,n<=256,sr<=15%,kvB<=16k,kp=0,-0.0594,4
0,n<=256,sr<=15%,kvB<=1k,kp=0,-0.002,4
0,n<=256,sr<=15%,kvB<=32k,kp=0,-0.057,2
0,n<=256,sr<=15%,kvB<=4k,kp=0,-0.0502,4
0,n<=256,sr<=40%,kvB<=16k,kp=0,-0.1095,2
0,n<=256,sr<=40%,kvB<=1k,kp=0,-0.0286,2
0,n<=256,sr<=40%,kvB<=32k,kp=0,-0.1084,1
0,n<=256,sr<=40%,kvB<=4k,kp=0,-0.1224,2
0,n<=256,sr<=5%,kvB<=16k,kp=0,0.0019,8
0,n<=256,sr<=5%,kvB<=1k,kp=0,0.001,8
0,n<=256,sr<=5%,kvB<=32k,kp=0,-0.0078,4
0,n<=256,sr<=5%,kvB<=4k,kp=0,-0.0002,8
0,n<=256,sr<=70%,kvB<=16k,kp=0,-0.3083,2
0,n<=256,sr<=70%,kvB<=1k,kp=0,-0.1896,2
0,n<=256,sr<=70%,kvB<=32k,kp=0,-0.3121,1
0,n<=256,sr<=70%,kvB<=4k,kp=0,-0.2728,2
0,n<=256,sr>70%,kvB<=16k,kp=0,-0.5886,4
0,n<=256,sr>70%,kvB<=1k,kp=0,-0.3508,4
0,n<=256,sr>70%,kvB<=32k,kp=0,-0.5861,2
0,n<=256,sr>70%,kvB<=4k,kp=0,-0.6138,4
0,n<=32,sr<=15%,kvB<=16k,kp=0,0.1994,6
0,n<=32,sr<=15%,kvB<=1k,kp=0,0.0723,6
0,n<=32,sr<=15%,kvB<=32k,kp=0,0.2392,3
0,n<=32,sr<=15%,kvB<=4k,kp=0,0.1289,6
0,n<=32,sr<=40%,kvB<=16k,kp=0,0.0361,2
0,n<=32,sr<=40%,kvB<=1k,kp=0,0.1445,2
0,n<=32,sr<=40%,kvB<=32k,kp=0,0.0894,1
0,n<=32,sr<=40%,kvB<=4k,kp=0,0.0328,2
0,n<=32,sr<=5%,kvB<=16k,kp=0,0.2312,2
0,n<=32,sr<=5%,kvB<=1k,kp=0,0.1783,2
0,n<=32,sr<=5%,kvB<=32k,kp=0,0.2768,1
0,n<=32,sr<=5%,kvB<=4k,kp=0,0.2001,2
0,n<=32,sr<=70%,kvB<=16k,kp=0,-0.0409,2
0,n<=32,sr<=70%,kvB<=1k,kp=0,-0.0598,2
0,n<=32,sr<=70%,kvB<=32k,kp=0,-0.0306,1
0,n<=32,sr<=70%,kvB<=4k,kp=0,-0.274,2
0,n<=32,sr>70%,kvB<=16k,kp=0,0.7297,4
0,n<=32,sr>70%,kvB<=1k,kp=0,0.0363,4
0,n<=32,sr>70%,kvB<=32k,kp=0,0.8962,2
0,n<=32,sr>70%,kvB<=4k,kp=0,0.7662,4
0,n<=4,sr<=40%,kvB<=16k,kp=0,0.0717,1
0,n<=4,sr<=40%,kvB<=1k,kp=0,0.567,4
0,n<=4,sr<=40%,kvB<=32k,kp=0,0.1169,1
0,n<=4,sr<=40%,kvB<=4k,kp=0,0.3366,3
0,n<=4,sr<=70%,kvB<=16k,kp=0,-0.2166,1
0,n<=4,sr<=70%,kvB<=1k,kp=0,0.4119,2
0,n<=4,sr<=70%,kvB<=32k,kp=0,0.1544,1
0,n<=4,sr<=70%,kvB<=4k,kp=0,0.3254,2
0,n<=4,sr>70%,kvB<=16k,kp=0,0.2289,1
0,n<=4,sr>70%,kvB<=1k,kp=0,0.617,2
0,n<=4,sr>70%,kvB<=32k,kp=0,0.857,1
0,n<=4,sr>70%,kvB<=4k,kp=0,0.3786,2
0,n<=64,sr<=15%,kvB<=16k,kp=0,0.0755,2
0,n<=64,sr<=15%,kvB<=1k,kp=0,0.0857,4
0,n<=64,sr<=15%,kvB<=32k,kp=0,0.0213,2
0,n<=64,sr<=15%,kvB<=4k,kp=0,-0.011,4
0,n<=64,sr<=40%,kvB<=16k,kp=0,0.1169,1
0,n<=64,sr<=40%,kvB<=1k,kp=0,0.2503,2
0,n<=64,sr<=40%,kvB<=32k,kp=0,-0.0077,1
0,n<=64,sr<=40%,kvB<=4k,kp=0,0.0306,2
0,n<=64,sr<=5%,kvB<=16k,kp=0,0.0622,3
0,n<=64,sr<=5%,kvB<=1k,kp=0,0.0468,6
0,n<=64,sr<=5%,kvB<=32k,kp=0,0.0402,3
0,n<=64,sr<=5%,kvB<=4k,kp=0,0.0116,6
0,n<=64,sr<=70%,kvB<=16k,kp=0,0.1028,1
0,n<=64,sr<=70%,kvB<=1k,kp=0,0.1671,2
0,n<=64,sr<=70%,kvB<=32k,kp=0,-0.028,1
0,n<=64,sr<=70%,kvB<=4k,kp=0,-0.2371,2
0,n<=64,sr>70%,kvB<=16k,kp=0,0.362,2
0,n<=64,sr>70%,kvB<=1k,kp=0,0.7894,4
0,n<=64,sr>70%,kvB<=32k,kp=0,0.1311,2
0,n<=64,sr>70%,kvB<=4k,kp=0,-0.1124,4
0,n<=8,sr<=15%,kvB<=16k,kp=0,0.1408,2
0,n<=8,sr<=15%,kvB<=1k,kp=0,0.3777,4
0,n<=8,sr<=15%,kvB<=32k,kp=0,0.3124,1
0,n<=8,sr<=15%,kvB<=4k,kp=0,0.1062,3
0,n<=8,sr<=40%,kvB<=16k,kp=0,0.044,4
0,n<=8,sr<=40%,kvB<=1k,kp=0,1.191,4
0,n<=8,sr<=40%,kvB<=32k,kp=0,0.0766,2
0,n<=8,sr<=40%,kvB<=4k,kp=0,0.0818,4
0,n<=8,sr<=70%,kvB<=16k,kp=0,-0.4054,2
0,n<=8,sr<=70%,kvB<=1k,kp=0,1.1077,2
0,n<=8,sr<=70%,kvB<=32k,kp=0,0.2393,1
0,n<=8,sr<=70%,kvB<=4k,kp=0,0.2816,2
0,n<=8,sr>70%,kvB<=16k,kp=0,0.8569,4
0,n<=8,sr>70%,kvB<=1k,kp=0,0.4499,4
0,n<=8,sr>70%,kvB<=32k,kp=0,1.1202,2
0,n<=8,sr>70%,kvB<=4k,kp=0,0.2521,4
16,n<=128,sr<=15%,kvB<=16k,kp<=16k,0.0158,4
16,n<=128,sr<=15%,kvB<=16k,kp<=1k,0.0304,4
16,n<=128,sr<=15%,kvB<=16k,kp<=20k,0.0196,4
16,n<=128,sr<=15%,kvB<=16k,kp<=2k,0.0237,4
16,n<=128,sr<=15%,kvB<=16k,kp<=4k,0.0233,4
16,n<=128,sr<=15%,kvB<=16k,kp<=512,0.0234,4
16,n<=128,sr<=15%,kvB<=16k,kp<=8k,0.0222,4
16,n<=128,sr<=15%,kvB<=16k,kp=0,0.0234,4
16,n<=128,sr<=15%,kvB<=1k,kp<=16k,0.1122,4
16,n<=128,sr<=15%,kvB<=1k,kp<=1k,0.0609,4
16,n<=128,sr<=15%,kvB<=1k,kp<=20k,0.11,4
16,n<=128,sr<=15%,kvB<=1k,kp<=2k,0.0854,4
16,n<=128,sr<=15%,kvB<=1k,kp<=4k,0.1082,4
16,n<=128,sr<=15%,kvB<=1k,kp<=512,0.0524,4
16,n<=128,sr<=15%,kvB<=1k,kp<=8k,0.1177,4
16,n<=128,sr<=15%,kvB<=1k,kp=0,0.0518,4
16,n<=128,sr<=15%,kvB<=32k,kp<=16k,0.0257,2
16,n<=128,sr<=15%,kvB<=32k,kp<=1k,0.0256,2
16,n<=128,sr<=15%,kvB<=32k,kp<=20k,0.0255,2
16,n<=128,sr<=15%,kvB<=32k,kp<=2k,0.0255,2
