regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
pure,2,1,0.5,4.0,0,0,128,512,320,51.137,74.241,74.176,0.9972
pure,2,1,0.5,4.0,0,0,512,2048,1280,147.871,220.739,220.418,0.9956
mixed,2,1,0.5,4.0,16,0,128,512,320,52.609,75.17,75.009,0.9929
mixed,2,1,0.5,4.0,16,0,512,2048,1280,147.521,220.609,220.099,0.993
mixed,2,1,0.5,4.0,16,512,128,512,320,75.649,76.834,75.617,-0.027
mixed,2,1,0.5,4.0,16,512,512,2048,1280,147.779,220.45,220.162,0.996
mixed,2,1,0.5,4.0,16,2048,128,512,320,221.346,221.666,221.314,-0.1
mixed,2,1,0.5,4.0,16,2048,512,2048,1280,222.273,222.209,221.858,
mixed,2,1,0.5,4.0,64,0,128,512,320,52.576,74.944,74.914,0.9987
mixed,2,1,0.5,4.0,64,0,512,2048,1280,147.554,220.674,219.906,0.9895
mixed,2,1,0.5,4.0,64,512,128,512,320,76.736,77.441,77.184,0.6355
mixed,2,1,0.5,4.0,64,512,512,2048,1280,147.842,220.868,220.162,0.9903
mixed,2,1,0.5,4.0,64,2048,128,512,320,222.626,223.458,223.042,0.5
mixed,2,1,0.5,4.0,64,2048,512,2048,1280,223.555,223.554,223.104,
mixed,2,1,0.5,4.0,256,0,128,512,320,58.88,81.281,81.057,0.99
mixed,2,1,0.5,4.0,256,0,512,2048,1280,153.378,225.25,224.611,0.9911
mixed,2,1,0.5,4.0,256,512,128,512,320,95.105,95.426,95.521,1.296
mixed,2,1,0.5,4.0,256,512,512,2048,1280,153.281,226.114,225.281,0.9886
mixed,2,1,0.5,4.0,256,2048,128,512,320,237.602,237.059,237.058,
mixed,2,1,0.5,4.0,256,2048,512,2048,1280,237.346,238.082,237.986,0.8696
mixed,2,1,0.5,4.0,1024,0,128,512,320,207.201,211.299,208.098,0.2189
mixed,2,1,0.5,4.0,1024,0,512,2048,1280,256.802,326.467,320.419,0.9132
mixed,2,1,0.5,4.0,1024,512,128,512,320,304.835,311.012,308.226,0.549
mixed,2,1,0.5,4.0,1024,512,512,2048,1280,326.115,387.043,373.028,0.77
mixed,2,1,0.5,4.0,1024,2048,128,512,320,587.173,587.044,585.766,
mixed,2,1,0.5,4.0,1024,2048,512,2048,1280,590.854,591.878,592.037,1.1553
mixed,2,1,0.5,4.0,2048,0,128,512,320,540.069,542.726,540.037,-0.012
mixed,2,1,0.5,4.0,2048,0,512,2048,1280,555.013,586.533,566.021,0.3492
mixed,2,1,0.5,4.0,2048,512,128,512,320,707.782,715.622,711.173,0.4325
mixed,2,1,0.5,4.0,2048,512,512,2048,1280,731.846,740.328,727.398,-0.5244
pure,8,1,0.125,4.0,0,0,128,512,176,41.089,76.224,74.721,0.9572
pure,8,1,0.125,4.0,0,0,512,2048,704,93.216,224.13,221.218,0.9778
mixed,8,1,0.125,4.0,16,0,128,512,176,42.495,117.954,75.457,0.4368
mixed,8,1,0.125,4.0,16,0,512,2048,704,94.849,227.011,220.864,0.9535
mixed,8,1,0.125,4.0,16,512,128,512,176,76.8,80.643,76.705,-0.0247
mixed,8,1,0.125,4.0,16,512,512,2048,704,93.472,226.69,220.93,0.9568
mixed,8,1,0.125,4.0,16,2048,128,512,176,222.626,226.433,222.657,0.0081
mixed,8,1,0.125,4.0,16,2048,512,2048,704,223.042,227.491,225.667,0.59
mixed,8,1,0.125,4.0,64,0,128,512,176,42.914,79.2,75.361,0.8942
mixed,8,1,0.125,4.0,64,0,512,2048,704,94.495,226.273,221.251,0.9619
mixed,8,1,0.125,4.0,64,512,128,512,176,78.209,83.456,81.056,0.5426
mixed,8,1,0.125,4.0,64,512,512,2048,704,96.225,227.841,223.684,0.9684
mixed,8,1,0.125,4.0,64,2048,128,512,176,223.074,229.731,226.692,0.5435
mixed,8,1,0.125,4.0,64,2048,512,2048,704,225.473,232.034,228.066,0.3952
mixed,8,1,0.125,4.0,256,0,128,512,176,74.208,110.083,101.698,0.7663
mixed,8,1,0.125,4.0,256,0,512,2048,704,124.321,252.194,244.898,0.9429
mixed,8,1,0.125,4.0,256,512,128,512,176,126.272,160.546,124.866,-0.041
mixed,8,1,0.125,4.0,256,512,512,2048,704,170.305,309.251,288.61,0.8514
mixed,8,1,0.125,4.0,256,2048,128,512,176,270.018,303.234,266.082,-0.1185
mixed,8,1,0.125,4.0,256,2048,512,2048,704,317.923,449.348,303.587,-0.1091
mixed,8,1,0.125,4.0,1024,0,128,512,176,231.458,249.347,233.762,0.1288
mixed,8,1,0.125,4.0,1024,0,512,2048,704,254.179,448.838,359.684,0.542
mixed,8,1,0.125,4.0,1024,512,128,512,176,327.459,348.099,327.844,0.0187
mixed,8,1,0.125,4.0,1024,512,512,2048,704,360.708,501.668,424.579,0.4531
mixed,8,1,0.125,4.0,1024,2048,128,512,176,606.437,627.142,607.204,0.037
