pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
0,n<=128,sr<=15%,kvB<=1k,kp=0,0.0746,4
0,n<=128,sr<=15%,kvB<=2k,kp=0,0.0564,2
0,n<=128,sr<=40%,kvB<=1k,kp=0,0.0755,2
0,n<=128,sr<=40%,kvB<=2k,kp=0,-0.0162,1
0,n<=128,sr<=5%,kvB<=1k,kp=0,0.0251,8
0,n<=128,sr<=5%,kvB<=2k,kp=0,0.0372,4
0,n<=128,sr<=70%,kvB<=1k,kp=0,-0.0177,2
0,n<=128,sr<=70%,kvB<=2k,kp=0,-0.0397,1
0,n<=128,sr>70%,kvB<=1k,kp=0,0.2442,4
0,n<=128,sr>70%,kvB<=2k,kp=0,0.0995,2
0,n<=16,sr<=15%,kvB<=1k,kp=0,0.4538,4
0,n<=16,sr<=15%,kvB<=2k,kp=0,0.4421,2
0,n<=16,sr<=40%,kvB<=1k,kp=0,0.3735,4
0,n<=16,sr<=40%,kvB<=2k,kp=0,0.3389,2
0,n<=16,sr<=70%,kvB<=1k,kp=0,0.0438,2
0,n<=16,sr<=70%,kvB<=2k,kp=0,-0.0058,1
0,n<=16,sr>70%,kvB<=1k,kp=0,0.9227,4
0,n<=16,sr>70%,kvB<=2k,kp=0,0.9598,2
0,n<=2,sr<=70%,kvB<=1k,kp=0,0.9907,2
0,n<=2,sr<=70%,kvB<=2k,kp=0,0.9956,1
0,n<=256,sr<=15%,kvB<=1k,kp=0,0.0759,4
0,n<=256,sr<=15%,kvB<=2k,kp=0,0.0443,2
0,n<=256,sr<=40%,kvB<=1k,kp=0,0.1127,2
0,n<=256,sr<=40%,kvB<=2k,kp=0,-0.0017,1
0,n<=256,sr<=5%,kvB<=1k,kp=0,0.0061,8
0,n<=256,sr<=5%,kvB<=2k,kp=0,0.0075,4
0,n<=256,sr<=70%,kvB<=1k,kp=0,0.0482,2
0,n<=256,sr<=70%,kvB<=2k,kp=0,-0.0046,1
0,n<=256,sr>70%,kvB<=1k,kp=0,0.2641,4
0,n<=256,sr>70%,kvB<=2k,kp=0,0.1016,2
0,n<=32,sr<=15%,kvB<=1k,kp=0,0.1768,6
0,n<=32,sr<=15%,kvB<=2k,kp=0,0.146,3
0,n<=32,sr<=40%,kvB<=1k,kp=0,0.1054,2
0,n<=32,sr<=40%,kvB<=2k,kp=0,0.0391,1
0,n<=32,sr<=5%,kvB<=1k,kp=0,0.1027,2
0,n<=32,sr<=5%,kvB<=2k,kp=0,0.127,1
0,n<=32,sr<=70%,kvB<=1k,kp=0,-0.1872,2
0,n<=32,sr<=70%,kvB<=2k,kp=0,-0.1945,1
0,n<=32,sr>70%,kvB<=1k,kp=0,-0.2656,4
0,n<=32,sr>70%,kvB<=2k,kp=0,-0.4529,2
0,n<=4,sr<=40%,kvB<=1k,kp=0,0.9801,4
0,n<=4,sr<=40%,kvB<=2k,kp=0,0.9795,2
0,n<=4,sr<=70%,kvB<=1k,kp=0,0.9736,2
0,n<=4,sr<=70%,kvB<=2k,kp=0,0.9825,1
0,n<=4,sr>70%,kvB<=1k,kp=0,0.9783,2
0,n<=4,sr>70%,kvB<=2k,kp=0,0.9593,1
0,n<=512,sr<=15%,kvB<=1k,kp=0,0.1408,2
0,n<=512,sr<=15%,kvB<=2k,kp=0,0.0461,2
0,n<=512,sr<=40%,kvB<=1k,kp=0,0.2168,1
0,n<=512,sr<=40%,kvB<=2k,kp=0,-0.0013,1
0,n<=512,sr<=5%,kvB<=1k,kp=0,0.0005,4
0,n<=512,sr<=5%,kvB<=2k,kp=0,0.0018,4
0,n<=512,sr<=70%,kvB<=1k,kp=0,0.2171,1
0,n<=512,sr<=70%,kvB<=2k,kp=0,3.6975,1
0,n<=512,sr>70%,kvB<=2k,kp=0,-0.5692,2
0,n<=64,sr<=15%,kvB<=1k,kp=0,0.109,4
0,n<=64,sr<=15%,kvB<=2k,kp=0,0.0988,2
0,n<=64,sr<=40%,kvB<=1k,kp=0,0.1422,2
0,n<=64,sr<=40%,kvB<=2k,kp=0,0.0407,1
0,n<=64,sr<=5%,kvB<=1k,kp=0,0.0528,6
0,n<=64,sr<=5%,kvB<=2k,kp=0,0.0763,3
0,n<=64,sr<=70%,kvB<=1k,kp=0,-0.0216,2
0,n<=64,sr<=70%,kvB<=2k,kp=0,-0.1019,1
0,n<=64,sr>70%,kvB<=1k,kp=0,0.1311,4
0,n<=64,sr>70%,kvB<=2k,kp=0,-0.0989,2
0,n<=8,sr<=15%,kvB<=1k,kp=0,0.9475,4
0,n<=8,sr<=15%,kvB<=2k,kp=0,0.9748,2
0,n<=8,sr<=40%,kvB<=1k,kp=0,0.9408,4
0,n<=8,sr<=40%,kvB<=2k,kp=0,0.9571,2
0,n<=8,sr<=70%,kvB<=1k,kp=0,0.9366,2
0,n<=8,sr<=70%,kvB<=2k,kp=0,0.9542,1
0,n<=8,sr>70%,kvB<=1k,kp=0,0.9435,4
0,n<=8,sr>70%,kvB<=2k,kp=0,0.969,2
0,n<=984,sr<=15%,kvB<=1k,kp=0,0.9881,2
0,n<=984,sr<=15%,kvB<=2k,kp=0,-0.0649,2
0,n<=984,sr<=40%,kvB<=1k,kp=0,0.0483,1
0,n<=984,sr<=40%,kvB<=2k,kp=0,-9.4454,1
0,n<=984,sr<=5%,kvB<=1k,kp=0,0.2579,3
0,n<=984,sr<=5%,kvB<=2k,kp=0,-0.0099,4
0,n<=984,sr<=70%,kvB<=2k,kp=0,0.0001,1
0,n<=984,sr>70%,kvB<=1k,kp=0,0.1055,2
0,n<=984,sr>70%,kvB<=2k,kp=0,-0.4911,2
16,n<=128,sr<=15%,kvB<=1k,kp<=1k,0.0541,4
16,n<=128,sr<=15%,kvB<=1k,kp<=2k,0.0552,4
16,n<=128,sr<=15%,kvB<=1k,kp<=512,0.0749,4
16,n<=128,sr<=15%,kvB<=1k,kp=0,0.0737,4
16,n<=128,sr<=15%,kvB<=2k,kp<=1k,0.0566,2
