pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
0,n<=128,sr<=15%,kvB<=1k,kp=0,-0.0059,4
0,n<=128,sr<=15%,kvB<=2k,kp=0,-0.0108,2
0,n<=128,sr<=40%,kvB<=1k,kp=0,-0.0472,2
0,n<=128,sr<=40%,kvB<=2k,kp=0,-0.1401,1
0,n<=128,sr<=5%,kvB<=1k,kp=0,-0.0041,8
0,n<=128,sr<=5%,kvB<=2k,kp=0,0.029,4
0,n<=128,sr<=70%,kvB<=1k,kp=0,-0.2271,2
0,n<=128,sr<=70%,kvB<=2k,kp=0,-0.2565,1
0,n<=128,sr>70%,kvB<=1k,kp=0,-0.3799,4
0,n<=128,sr>70%,kvB<=2k,kp=0,-0.6701,2
0,n<=16,sr<=15%,kvB<=1k,kp=0,0.9526,4
0,n<=16,sr<=15%,kvB<=2k,kp=0,0.9878,2
0,n<=16,sr<=40%,kvB<=1k,kp=0,0.957,4
0,n<=16,sr<=40%,kvB<=2k,kp=0,0.989,2
0,n<=16,sr<=70%,kvB<=1k,kp=0,0.979,2
0,n<=16,sr<=70%,kvB<=2k,kp=0,0.9985,1
0,n<=16,sr>70%,kvB<=1k,kp=0,0.9801,4
0,n<=16,sr>70%,kvB<=2k,kp=0,0.9951,2
0,n<=2,sr<=70%,kvB<=1k,kp=0,0.994,2
0,n<=2,sr<=70%,kvB<=2k,kp=0,0.9974,1
0,n<=256,sr<=15%,kvB<=1k,kp=0,0.054,4
0,n<=256,sr<=15%,kvB<=2k,kp=0,0.0199,2
0,n<=256,sr<=40%,kvB<=1k,kp=0,0.0648,2
0,n<=256,sr<=40%,kvB<=2k,kp=0,-0.0527,1
0,n<=256,sr<=5%,kvB<=1k,kp=0,-0.0041,8
0,n<=256,sr<=5%,kvB<=2k,kp=0,-0.0012,4
0,n<=256,sr<=70%,kvB<=1k,kp=0,-0.0542,2
0,n<=256,sr<=70%,kvB<=2k,kp=0,-0.1333,1
0,n<=256,sr>70%,kvB<=1k,kp=0,-0.0847,4
0,n<=256,sr>70%,kvB<=2k,kp=0,-0.3363,2
