regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
pure,2,1,0.5,4.0,0,0,128,512,320,49.408,72.385,72.448,1.0027
pure,2,1,0.5,4.0,0,0,512,2048,1280,146.017,218.754,218.562,0.9974
mixed,2,1,0.5,4.0,16,0,128,512,320,52.993,75.842,76.033,1.0084
mixed,2,1,0.5,4.0,16,0,512,2048,1280,148.449,221.088,220.802,0.9961
mixed,2,1,0.5,4.0,16,512,128,512,320,76.577,77.088,76.578,0.002
mixed,2,1,0.5,4.0,16,512,512,2048,1280,148.448,221.248,221.186,0.9991
mixed,2,1,0.5,4.0,16,2048,128,512,320,221.729,222.913,222.882,0.9738
mixed,2,1,0.5,4.0,16,2048,512,2048,1280,222.945,222.978,222.657,-8.7273
mixed,2,1,0.5,4.0,64,0,128,512,320,53.056,75.936,75.903,0.9986
mixed,2,1,0.5,4.0,64,0,512,2048,1280,148.93,221.026,221.249,1.0031
mixed,2,1,0.5,4.0,64,512,128,512,320,77.728,77.856,77.728,0.0
mixed,2,1,0.5,4.0,64,512,512,2048,1280,148.546,221.216,221.152,0.9991
mixed,2,1,0.5,4.0,64,2048,128,512,320,223.779,224.097,223.713,-0.2075
mixed,2,1,0.5,4.0,64,2048,512,2048,1280,223.841,223.937,224.257,4.3333
mixed,2,1,0.5,4.0,256,0,128,512,320,53.727,76.513,76.32,0.9915
mixed,2,1,0.5,4.0,256,0,512,2048,1280,149.152,221.568,221.632,1.0009
mixed,2,1,0.5,4.0,256,512,128,512,320,89.248,89.312,89.088,-2.5
mixed,2,1,0.5,4.0,256,512,512,2048,1280,148.96,221.504,221.536,1.0004
mixed,2,1,0.5,4.0,256,2048,128,512,320,230.944,231.042,231.105,1.6429
mixed,2,1,0.5,4.0,256,2048,512,2048,1280,230.977,230.914,230.944,
mixed,2,1,0.5,4.0,1024,0,128,512,320,123.104,122.752,122.689,
mixed,2,1,0.5,4.0,1024,0,512,2048,1280,158.145,230.465,230.498,1.0005
mixed,2,1,0.5,4.0,1024,512,128,512,320,170.464,170.465,170.624,160.0
mixed,2,1,0.5,4.0,1024,512,512,2048,1280,170.305,231.297,230.656,0.9895
mixed,2,1,0.5,4.0,1024,2048,128,512,320,313.441,313.249,312.768,
mixed,2,1,0.5,4.0,1024,2048,512,2048,1280,313.153,312.801,312.48,
mixed,2,1,0.5,4.0,2048,0,128,512,320,230.848,231.904,230.816,-0.0303
mixed,2,1,0.5,4.0,2048,0,512,2048,1280,230.785,242.561,241.472,0.9075
