regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
pure,2,1,0.5,4.0,0,0,128,512,320,52.33,74.895,74.767,0.9943
pure,2,1,0.5,4.0,0,0,512,2048,1280,149.182,221.964,220.588,0.9811
mixed,2,1,0.5,4.0,16,0,128,512,320,54.444,76.367,75.567,0.9635
mixed,2,1,0.5,4.0,16,0,512,2048,1280,148.863,221.741,220.269,0.9798
mixed,2,1,0.5,4.0,16,512,128,512,320,76.878,79.791,77.966,0.3735
mixed,2,1,0.5,4.0,16,512,512,2048,1280,148.99,221.834,220.459,0.9811
mixed,2,1,0.5,4.0,16,2048,128,512,320,222.636,225.165,222.699,0.0249
mixed,2,1,0.5,4.0,16,2048,512,2048,1280,225.484,225.772,225.93,1.5486
mixed,2,1,0.5,4.0,64,0,128,512,320,54.571,77.008,76.111,0.96
mixed,2,1,0.5,4.0,64,0,512,2048,1280,149.021,221.802,220.716,0.9851
mixed,2,1,0.5,4.0,64,512,128,512,320,79.278,81.582,80.367,0.4727
mixed,2,1,0.5,4.0,64,512,512,2048,1280,150.59,221.867,221.291,0.9919
mixed,2,1,0.5,4.0,64,2048,128,512,320,224.171,226.762,226.187,0.7781
mixed,2,1,0.5,4.0,64,2048,512,2048,1280,227.691,227.854,226.955,-4.5153
mixed,2,1,0.5,4.0,256,0,128,512,320,91.761,114.837,112.726,0.9085
mixed,2,1,0.5,4.0,256,0,512,2048,1280,185.219,257.778,255.985,0.9753
mixed,2,1,0.5,4.0,256,512,128,512,320,164.16,166.238,165.15,0.4764
mixed,2,1,0.5,4.0,256,512,512,2048,1280,233.964,304.666,296.407,0.8832
mixed,2,1,0.5,4.0,256,2048,128,512,320,332.094,374.662,367.717,0.8368
mixed,2,1,0.5,4.0,256,2048,512,2048,1280,449.557,453.654,450.036,0.1169
mixed,2,1,0.5,4.0,1024,0,128,512,320,385.577,397.322,387.305,0.1471
mixed,2,1,0.5,4.0,1024,0,512,2048,1280,463.446,557.351,523.746,0.6421
mixed,2,1,0.5,4.0,1024,512,128,512,320,596.207,605.809,596.623,0.0433
mixed,2,1,0.5,4.0,1024,512,512,2048,1280,636.886,727.077,695.169,0.6462
mixed,2,1,0.5,4.0,1024,2048,128,512,320,1185.4,1212.064,1188.441,0.114
mixed,2,1,0.5,4.0,1024,2048,512,2048,1280,1272.489,1305.454,1282.059,0.2903
pure,8,1,0.125,4.0,0,0,128,512,176,72.588,144.091,103.924,0.4382
pure,8,1,0.125,4.0,0,0,512,2048,704,174.399,445.776,286.326,0.4124
mixed,8,1,0.125,4.0,16,0,128,512,176,93.554,171.359,130.2,0.471
mixed,8,1,0.125,4.0,16,0,512,2048,704,200.069,461.426,344.606,0.553
mixed,8,1,0.125,4.0,16,512,128,512,176,137.977,209.19,135.193,-0.0391
mixed,8,1,0.125,4.0,16,512,512,2048,704,245.771,525.981,350.43,0.3735
mixed,8,1,0.125,4.0,16,2048,128,512,176,280.209,351.903,277.455,-0.0384
mixed,8,1,0.125,4.0,16,2048,512,2048,704,383.461,655.763,353.663,-0.1094
mixed,8,1,0.125,4.0,64,0,128,512,176,95.698,179.198,131.256,0.4258
mixed,8,1,0.125,4.0,64,0,512,2048,704,209.061,470.225,345.917,0.524
mixed,8,1,0.125,4.0,64,512,128,512,176,139.0,212.197,138.17,-0.0113
mixed,8,1,0.125,4.0,64,512,512,2048,704,246.314,533.245,353.565,0.3738
mixed,8,1,0.125,4.0,64,2048,128,512,176,281.135,353.982,279.344,-0.0246
mixed,8,1,0.125,4.0,64,2048,512,2048,704,388.451,663.412,358.814,-0.1078
mixed,8,1,0.125,4.0,256,0,128,512,176,117.588,216.1,153.786,0.3674
mixed,8,1,0.125,4.0,256,0,512,2048,704,253.259,527.834,359.068,0.3854
mixed,8,1,0.125,4.0,256,512,128,512,176,198.946,244.106,204.899,0.1318
mixed,8,1,0.125,4.0,256,512,512,2048,704,262.668,649.072,423.785,0.417
mixed,8,1,0.125,4.0,256,2048,128,512,176,451.341,506.902,450.862,-0.0086
mixed,8,1,0.125,4.0,256,2048,512,2048,704,530.521,672.017,519.798,-0.0758
mixed,8,1,0.125,4.0,1024,0,128,512,176,440.554,503.635,448.107,0.1197
mixed,8,1,0.125,4.0,1024,0,512,2048,704,524.023,857.583,633.93,0.3295
mixed,8,1,0.125,4.0,1024,512,128,512,176,649.228,714.743,654.222,0.0762
mixed,8,1,0.125,4.0,1024,512,512,2048,704,737.178,1041.036,800.837,0.2095
mixed,8,1,0.125,4.0,1024,2048,128,512,176,1257.902,1342.301,1264.656,0.08
mixed,8,1,0.125,4.0,1024,2048,512,2048,704,1364.321,1591.592,1380.067,0.0693
