prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
0,0,1,16,13.3983
0,0,1,32,13.494
0,0,1,64,13.6867
0,0,1,128,19.0843
0,0,1,256,24.973
0,0,1,512,37.1233
0,0,1,1024,61.393
0,0,1,2048,110.058
0,0,2,16,13.5267
0,0,2,32,13.729
0,0,2,64,14.2093
0,0,2,128,19.255
0,0,2,256,25.1863
0,0,2,512,37.3903
0,0,2,1024,62.1703
0,0,2,2048,110.858
0,0,4,16,13.804
0,0,4,32,14.2093
0,0,4,64,14.9557
0,0,4,128,20.3437
0,0,4,256,26.8827
0,0,4,512,39.8433
0,0,4,1024,65.1473
0,0,4,2048,114.303
0,0,8,16,22.0183
0,0,8,32,22.3273
0,0,8,64,23.949
0,0,8,128,34.1467
0,0,8,256,47.2683
0,0,8,512,72.5717
0,0,8,1024,123.126
0,0,8,2048,224.351
0,0,16,16,37.5607
0,0,16,32,38.5103
0,0,16,64,40.8783
0,0,16,128,61.8083
0,0,16,256,86.3543
0,0,16,512,135.83
0,0,16,1024,235.914
0,0,16,2048,436.146
0,0,32,16,68.913
0,0,32,32,70.4703
0,0,32,64,72.785
0,0,32,128,116.565
0,0,32,256,164.984
0,0,32,512,264.204
0,0,32,1024,465.256
0,0,32,2048,864.404
0,0,64,16,131.254
0,0,64,32,132.715
0,0,64,64,136.129
0,0,64,128,224.936
0,0,64,256,324.411
0,0,64,512,526.616
0,0,64,1024,931.129
0,0,64,2048,1735.27
0,0,128,16,255.498
0,0,128,32,256.949
0,0,128,64,262.976
0,0,128,128,448.111
0,0,128,256,649.472
0,0,128,512,1048.46
0,0,128,1024,1849.49
0,0,128,2048,3469.26
0,0,256,16,502.652
0,0,256,32,506.717
0,0,256,64,527.721
0,0,256,128,889.412
0,0,256,256,1280.9
0,0,256,512,2068.05
0,0,256,1024,3644.9
0,0,256,2048,6850.89
0,0,512,16,1003.97
0,0,512,32,1029.37
0,0,512,64,1053.22
0,0,512,128,1773.51
0,0,512,256,2551.15
0,0,512,512,4112.46
0,0,512,1024,7257.87
0,0,512,2048,13632.7
0,0,984,16,1958.49
0,0,984,32,1973.07
0,0,984,64,2015.44
0,0,984,128,3396.02
0,0,984,256,4875
0,0,984,512,7862.94
0,0,984,1024,13864.7
16,0,0,0,14.8063
16,0,1,16,15.0187
16,0,1,32,15.041
16,0,1,64,15.03
16,0,1,128,19.9577
16,0,1,256,25.8147
16,0,1,512,37.772
16,0,1,1024,61.8153
16,0,1,2048,109.967
16,0,2,16,15.1577
16,0,2,32,15.1367
16,0,2,64,15.158
16,0,2,128,20.2037
16,0,2,256,26.2303
16,0,2,512,38.1773
16,0,2,1024,62.498
16,0,2,2048,110.745
16,0,4,16,23.1047
16,0,4,32,23.2647
16,0,4,64,23.3717
16,0,4,128,33.2497
16,0,4,256,45.7723
16,0,4,512,58.531
16,0,4,1024,80.9207
16,0,4,2048,129.498
16,0,8,16,31.276
16,0,8,32,31.5317
16,0,8,64,32.0223
16,0,8,128,45.559
16,0,8,256,60.3227
16,0,8,512,84.185
16,0,8,1024,135.034
16,0,8,2048,231.624
16,0,16,16,47.298
16,0,16,32,47.607
16,0,16,64,48.2683
16,0,16,128,71.544
16,0,16,256,95.63
16,0,16,512,144.581
16,0,16,1024,243.304
16,0,16,2048,440.325
16,0,32,16,78.9893
16,0,32,32,79.4483
16,0,32,64,80.472
16,0,32,128,125.508
16,0,32,256,174.075
16,0,32,512,269.396
16,0,32,1024,467.227
16,0,32,2048,866.825
