layer,tokens,time_us
embedding,1,4.277
embedding,2,4.52333
embedding,3,4.821
embedding,4,5.024
embedding,5,5.386
embedding,6,5.67433
embedding,7,5.877
embedding,8,5.97333
embedding,9,6.54867
embedding,10,6.784
embedding,11,7.02933
embedding,12,7.24267
embedding,13,7.64767
embedding,14,7.87233
embedding,15,8.13833
embedding,16,8.26667
embedding,20,3.637
embedding,24,3.54133
embedding,28,3.723
embedding,32,3.584
embedding,36,3.819
embedding,40,3.67967
embedding,44,3.89367
embedding,48,3.79733
embedding,52,3.99967
embedding,56,3.89333
embedding,60,4.09633
embedding,64,3.95733
embedding,80,4.14933
embedding,96,4.18133
embedding,112,4.245
embedding,128,4.28833
embedding,144,4.60833
embedding,160,4.53333
embedding,176,4.69267
embedding,192,4.651
embedding,208,4.62933
embedding,224,4.68233
embedding,240,4.75767
embedding,256,4.907
embedding,272,5.13067
embedding,288,5.08833
embedding,304,5.184
embedding,320,5.18433
embedding,336,5.30133
embedding,352,5.22633
embedding,368,5.301
embedding,384,5.30133
embedding,400,5.62133
embedding,416,5.664
embedding,432,5.696
embedding,448,5.68533
embedding,464,5.771
embedding,480,5.73833
embedding,496,5.803
embedding,512,5.85567
embedding,528,5.90933
embedding,544,5.898
embedding,560,6.03733
embedding,576,6.059
embedding,592,6.09067
embedding,608,6.14433
embedding,624,6.14367
embedding,640,6.15467
embedding,656,6.186
embedding,672,6.218
embedding,688,6.219
embedding,704,6.283
embedding,720,6.26133
embedding,736,6.283
embedding,752,6.325
embedding,768,6.315
embedding,784,6.336
embedding,800,6.357
embedding,816,6.453
embedding,832,6.44233
embedding,848,6.464
embedding,864,6.592
embedding,880,6.58133
embedding,896,6.60233
embedding,912,6.624
embedding,928,6.65633
embedding,944,6.69867
embedding,960,6.741
embedding,976,6.76233
embedding,992,6.848
embedding,1008,6.87
embedding,1024,7.01833
embedding,1040,6.95467
embedding,1056,7.104
embedding,1072,7.051
embedding,1088,7.08267
embedding,1104,7.232
embedding,1120,7.10367
embedding,1136,7.13633
embedding,1152,7.17833
embedding,1168,7.16833
embedding,1184,7.41367
embedding,1200,7.33867
embedding,1216,7.36
embedding,1232,7.63733
embedding,1248,7.52
embedding,1264,7.70133
embedding,1280,7.92533
embedding,1296,7.74367
embedding,1312,7.968
embedding,1328,7.936
embedding,1344,8.18133
embedding,1360,8.26667
embedding,1376,8.21267
embedding,1392,8.19167
embedding,1408,8.40533
embedding,1424,8.405
embedding,1440,8.44767
embedding,1456,8.67167
embedding,1472,8.66133
embedding,1488,8.84233
embedding,1504,8.81067
embedding,1520,8.88567
embedding,1536,9.227
embedding,1552,9.28
