prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
0,0,1,16,16.674
0,0,1,64,16.6847
0,0,1,256,25.5603
0,0,1,1024,27.203
0,0,1,4096,33.552
0,0,1,16384,46.2257
0,0,1,40960,67.871
0,0,2,16,16.5683
0,0,2,64,16.4823
0,0,2,256,25.3577
0,0,2,1024,27.0853
0,0,2,4096,34.522
0,0,2,16384,56.029
0,0,2,40960,87.0403
0,0,4,16,16.8553
0,0,4,64,16.8023
0,0,4,256,25.475
0,0,4,1024,27.95
0,0,4,4096,41.434
0,0,4,16384,66.3123
0,0,4,40960,107.671
0,0,8,16,16.7277
0,0,8,64,16.631
0,0,8,256,25.848
0,0,8,1024,28.5793
0,0,8,4096,44.954
0,0,8,16384,87.849
0,0,8,40960,169.906
0,0,16,16,17.0363
0,0,16,64,17.0367
0,0,16,256,26.1573
0,0,16,1024,34.6383
0,0,16,4096,59.0567
0,0,16,16384,136.951
0,0,16,40960,303.399
0,0,32,16,17.2603
0,0,32,64,17.1
0,0,32,256,27.5227
0,0,32,1024,44.046
0,0,32,4096,88.284
0,0,32,16384,232.35
0,0,32,40960,540.716
0,0,64,16,17.921
0,0,64,64,18.0913
0,0,64,256,35.63
0,0,64,1024,62.7567
0,0,64,4096,137.097
0,0,64,16384,429.811
0,0,64,40960,1024.5
0,0,128,16,21.6867
0,0,128,64,22.785
0,0,128,256,50.0083
0,0,128,1024,94.7253
0,0,128,4096,238.402
0,0,128,16384,820.779
0,0,128,40960,2002.88
0,0,256,16,28.055
0,0,256,64,31.6497
0,0,256,256,65.133
0,0,256,1024,164.753
0,0,256,4096,542.662
0,0,256,16384,2075.27
0,0,256,40960,5127.35
16,0,0,0,16.9173
16,0,1,16,16.896
16,0,1,64,16.9713
16,0,1,256,23.6913
16,0,1,1024,46.7847
16,0,1,4096,140.631
16,0,1,16384,517.555
16,0,1,40960,1266.96
16,0,2,16,16.833
16,0,2,64,17.0133
16,0,2,256,23.7337
16,0,2,1024,47.094
16,0,2,4096,141.325
16,0,2,16384,520.571
16,0,2,40960,1276.97
16,0,4,16,16.864
16,0,4,64,16.864
16,0,4,256,23.723
16,0,4,1024,47.2747
16,0,4,4096,141.857
16,0,4,16384,521.839
16,0,4,40960,1283.92
16,0,8,16,16.8323
16,0,8,64,16.854
16,0,8,256,23.9793
16,0,8,1024,47.5743
16,0,8,4096,142.721
16,0,8,16384,525.229
16,0,8,40960,1288.51
16,0,16,16,18.944
16,0,16,64,19.1783
16,0,16,256,32.1813
16,0,16,1024,68.1923
16,0,16,4096,214.379
16,0,16,16384,813.718
16,0,16,40960,1988.3
16,0,32,16,29.248
16,0,32,64,29.813
16,0,32,256,47.84
16,0,32,1024,107.573
16,0,32,4096,352.202
16,0,32,16384,1318.17
16,0,32,40960,3248
16,0,64,16,37.248
16,0,64,64,38.4003
16,0,64,256,70.357
16,0,64,1024,167.796
16,0,64,4096,566.129
16,0,64,16384,2620.38
16,0,64,40960,6937.35
16,0,128,16,57.1623
16,0,128,64,58.3463
16,0,128,256,123.092
16,0,128,1024,345.148
16,0,128,4096,1385.1
16,0,128,16384,5845.74
16,0,128,40960,14747.7
16,16,0,0,17.1627
16,16,1,16,16.8533
16,16,1,64,17.0667
16,16,1,256,23.5093
16,16,1,1024,46.6873
16,16,1,4096,140.872
16,16,1,16384,518.305
16,16,1,40960,1269.4
16,16,2,16,16.9917
16,16,2,64,16.8957
16,16,2,256,23.573
16,16,2,1024,46.9323
16,16,2,4096,141.683
16,16,2,16384,519.787
16,16,2,40960,1279.75
16,16,4,16,16.768
16,16,4,64,16.9383
16,16,4,256,23.5617
16,16,4,1024,47.2203
16,16,4,4096,141.768
16,16,4,16384,522.688
16,16,4,40960,1284.17
16,16,8,16,17.0447
16,16,8,64,17.1513
16,16,8,256,23.8823
16,16,8,1024,47.775
16,16,8,4096,142.663
16,16,8,16384,525.652
16,16,8,40960,1289.52
16,16,16,16,18.9433
16,16,16,64,19.103
16,16,16,256,32.0307
16,16,16,1024,68.4993
16,16,16,4096,213.562
16,16,16,16384,814.989
16,16,16,40960,1989.94
16,16,32,16,29.1837
16,16,32,64,29.972
16,16,32,256,47.881
16,16,32,1024,107.038
16,16,32,4096,349.665
16,16,32,16384,1315.61
16,16,32,40960,3250.94
16,16,64,16,36.5757
16,16,64,64,38.6227
16,16,64,256,69.8007
16,16,64,1024,167.974
16,16,64,4096,565.712
16,16,64,16384,2598.35
16,16,64,40960,6788.85
16,16,128,16,57.374
16,16,128,64,58.2287
16,16,128,256,123.562
16,16,128,1024,346.641
16,16,128,4096,1382.11
16,16,128,16384,5848.34
16,16,128,40960,14753.7
16,64,0,0,17.0037
16,64,1,16,17.1423
