regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
pure,2,1,0.5,4.0,0,0,128,512,320,76.87,77.83,78.083,1.2635
pure,2,1,0.5,4.0,0,0,1024,4096,2560,93.155,103.141,102.469,0.9327
pure,2,1,0.5,4.0,0,0,8192,32768,20480,189.897,226.478,195.435,0.1514
mixed,2,1,0.5,4.0,16,0,128,512,320,72.036,93.86,93.796,0.9971
mixed,2,1,0.5,4.0,16,0,1024,4096,2560,282.959,424.661,423.636,0.9928
mixed,2,1,0.5,4.0,16,0,8192,32768,20480,1941.853,3077.464,3067.091,0.9909
mixed,2,1,0.5,4.0,16,512,128,512,320,94.022,96.23,94.341,0.1445
mixed,2,1,0.5,4.0,16,512,1024,4096,2560,283.47,425.203,424.82,0.9973
mixed,2,1,0.5,4.0,16,512,8192,32768,20480,1940.639,3076.687,3068.551,0.9928
mixed,2,1,0.5,4.0,16,4096,128,512,320,423.668,423.189,423.826,
mixed,2,1,0.5,4.0,16,4096,1024,4096,2560,423.923,425.3,424.595,0.488
mixed,2,1,0.5,4.0,16,4096,8192,32768,20480,1939.58,3077.549,3069.649,0.9931
mixed,2,1,0.5,4.0,16,20480,128,512,320,1932.218,1932.064,1932.025,
mixed,2,1,0.5,4.0,16,20480,1024,4096,2560,1933.435,1933.113,1933.401,
mixed,2,1,0.5,4.0,16,20480,8192,32768,20480,1943.16,3082.347,3076.429,0.9948
mixed,2,1,0.5,4.0,128,0,128,512,320,73.475,95.075,95.14,1.003
mixed,2,1,0.5,4.0,128,0,1024,4096,2560,283.983,425.043,425.14,1.0007
mixed,2,1,0.5,4.0,128,0,8192,32768,20480,1938.549,3076.77,3070.985,0.9949
mixed,2,1,0.5,4.0,128,512,128,512,320,97.829,98.339,98.116,0.5627
mixed,2,1,0.5,4.0,128,512,1024,4096,2560,284.686,426.226,425.973,0.9982
mixed,2,1,0.5,4.0,128,512,8192,32768,20480,1939.286,3081.382,3071.051,0.991
mixed,2,1,0.5,4.0,128,4096,128,512,320,426.515,426.257,426.867,
mixed,2,1,0.5,4.0,128,4096,1024,4096,2560,427.219,428.275,427.7,0.4555
mixed,2,1,0.5,4.0,128,4096,8192,32768,20480,1939.795,3079.816,3071.62,0.9928
mixed,2,1,0.5,4.0,128,20480,128,512,320,1934.484,1934.13,1934.802,
mixed,2,1,0.5,4.0,128,20480,1024,4096,2560,1935.445,1935.451,1934.924,-86.8333
mixed,2,1,0.5,4.0,128,20480,8192,32768,20480,1945.523,3080.93,3077.791,0.9972
mixed,2,1,0.5,4.0,1024,0,128,512,320,196.712,195.559,196.074,
mixed,2,1,0.5,4.0,1024,0,1024,4096,2560,363.152,481.526,488.596,1.0597
mixed,2,1,0.5,4.0,1024,0,8192,32768,20480,2265.92,3630.743,3591.636,0.9713
mixed,2,1,0.5,4.0,1024,512,128,512,320,268.012,267.754,268.811,
mixed,2,1,0.5,4.0,1024,512,1024,4096,2560,371.727,553.463,505.589,0.7366
mixed,2,1,0.5,4.0,1024,512,8192,32768,20480,2628.618,3629.845,3211.557,0.5822
mixed,2,1,0.5,4.0,1024,4096,128,512,320,763.168,765.17,763.102,-0.033
mixed,2,1,0.5,4.0,1024,4096,1024,4096,2560,765.406,765.31,765.631,
mixed,2,1,0.5,4.0,1024,4096,8192,32768,20480,2669.58,3752.28,3816.606,1.0594
mixed,2,1,0.5,4.0,1024,20480,128,512,320,3031.802,3028.186,3024.921,
mixed,2,1,0.5,4.0,1024,20480,1024,4096,2560,3025.305,3023.578,3028.313,
mixed,2,1,0.5,4.0,1024,20480,8192,32768,20480,3050.649,4427.54,4120.133,0.7767
mixed,2,1,0.5,4.0,2048,0,128,512,320,391.122,414.769,385.743,-0.2275
mixed,2,1,0.5,4.0,2048,0,1024,4096,2560,466.834,662.938,590.167,0.6289
mixed,2,1,0.5,4.0,2048,0,8192,32768,20480,2660.521,4634.647,3740.785,0.5472
mixed,2,1,0.5,4.0,2048,512,128,512,320,523.06,518.323,521.556,
mixed,2,1,0.5,4.0,2048,512,1024,4096,2560,538.805,700.828,673.722,0.8327
mixed,2,1,0.5,4.0,2048,512,8192,32768,20480,2434.751,4215.39,3236.986,0.4505
mixed,2,1,0.5,4.0,2048,4096,128,512,320,1513.02,1465.945,1494.585,
mixed,2,1,0.5,4.0,2048,4096,1024,4096,2560,1481.24,1482.296,1507.61,24.9716
mixed,2,1,0.5,4.0,2048,4096,8192,32768,20480,3094.742,4177.053,3783.085,0.636
mixed,2,1,0.5,4.0,2048,20480,128,512,320,4982.493,4998.009,4980.186,-0.1487
mixed,2,1,0.5,4.0,2048,20480,1024,4096,2560,5077.502,5142.672,5059.196,-0.2809
mixed,2,1,0.5,4.0,2048,20480,8192,32768,20480,5029.659,6101.188,6011.008,0.9158
pure,16,1,0.0625,4.0,0,0,128,512,152,77.089,82.884,80.133,0.5253
pure,16,1,0.0625,4.0,0,0,1024,4096,1216,107.652,177.67,127.845,0.2884
pure,16,1,0.0625,4.0,0,0,8192,32768,9728,280.045,704.026,448.496,0.3973
mixed,16,1,0.0625,4.0,16,0,128,512,152,77.539,132.678,109.668,0.5827
mixed,16,1,0.0625,4.0,16,0,1024,4096,1216,227.592,642.711,477.584,0.6022
mixed,16,1,0.0625,4.0,16,0,8192,32768,9728,1467.668,4808.394,3451.801,0.5939
mixed,16,1,0.0625,4.0,16,512,128,512,152,112.324,133.381,110.659,-0.0791
mixed,16,1,0.0625,4.0,16,512,1024,4096,1216,228.041,644.438,481.297,0.6082
mixed,16,1,0.0625,4.0,16,512,8192,32768,9728,1470.035,4811.624,3461.782,0.596
mixed,16,1,0.0625,4.0,16,4096,128,512,152,437.584,457.679,436.558,-0.0511
mixed,16,1,0.0625,4.0,16,4096,1024,4096,1216,490.736,645.814,485.394,-0.0344
mixed,16,1,0.0625,4.0,16,4096,8192,32768,9728,1468.977,4807.492,3457.459,0.5956
mixed,16,1,0.0625,4.0,16,20480,128,512,152,1939.007,1948.482,1939.393,0.0407
mixed,16,1,0.0625,4.0,16,20480,1024,4096,1216,1977.948,2127.175,1972.674,-0.0353
mixed,16,1,0.0625,4.0,16,20480,8192,32768,9728,2425.684,4831.071,3457.427,0.4289
mixed,16,1,0.0625,4.0,128,0,128,512,152,77.828,131.781,110.82,0.6115
mixed,16,1,0.0625,4.0,128,0,1024,4096,1216,226.408,644.598,479.119,0.6043
mixed,16,1,0.0625,4.0,128,0,8192,32768,9728,1465.739,4815.066,3455.023,0.5939
mixed,16,1,0.0625,4.0,128,512,128,512,152,133.478,135.652,133.219,-0.1191
mixed,16,1,0.0625,4.0,128,512,1024,4096,1216,225.927,644.532,476.783,0.5993
mixed,16,1,0.0625,4.0,128,512,8192,32768,9728,1470.032,4820.953,3448.302,0.5904
mixed,16,1,0.0625,4.0,128,4096,128,512,152,625.429,627.347,625.396,-0.0172
mixed,16,1,0.0625,4.0,128,4096,1024,4096,1216,630.739,649.206,631.186,0.0242
mixed,16,1,0.0625,4.0,128,4096,8192,32768,9728,1472.974,4804.919,3459.625,0.5962
mixed,16,1,0.0625,4.0,128,20480,128,512,152,2872.986,2875.446,2875.479,1.0134
mixed,16,1,0.0625,4.0,128,20480,1024,4096,1216,2878.265,2887.321,2879.929,0.1837
mixed,16,1,0.0625,4.0,128,20480,8192,32768,9728,2902.808,4822.932,3469.447,0.2951
mixed,16,1,0.0625,4.0,1024,0,128,512,152,223.782,242.023,223.496,-0.0157
mixed,16,1,0.0625,4.0,1024,0,1024,4096,1216,336.457,741.974,542.127,0.5072
mixed,16,1,0.0625,4.0,1024,0,8192,32768,9728,1536.717,4895.217,3505.638,0.5863
mixed,16,1,0.0625,4.0,1024,512,128,512,152,307.367,341.45,304.841,-0.0741
mixed,16,1,0.0625,4.0,1024,512,1024,4096,1216,388.971,820.12,610.386,0.5135
mixed,16,1,0.0625,4.0,1024,512,8192,32768,9728,1601.998,4942.384,3891.088,0.6853
mixed,16,1,0.0625,4.0,1024,4096,128,512,152,788.279,826.808,801.685,0.3479
mixed,16,1,0.0625,4.0,1024,4096,1024,4096,1216,871.992,1134.017,854.905,-0.0652
mixed,16,1,0.0625,4.0,1024,4096,8192,32768,9728,2101.88,5433.274,3797.227,0.5089
mixed,16,1,0.0625,4.0,1024,20480,128,512,152,3050.645,3083.13,3049.621,-0.0315
mixed,16,1,0.0625,4.0,1024,20480,1024,4096,1216,3139.127,3406.849,3121.654,-0.0653
mixed,16,1,0.0625,4.0,1024,20480,8192,32768,9728,3902.541,7156.265,4721.571,0.2517
mixed,16,1,0.0625,4.0,2048,0,128,512,152,465.868,495.596,487.053,0.7126
mixed,16,1,0.0625,4.0,2048,0,1024,4096,1216,538.926,955.898,683.923,0.3477
mixed,16,1,0.0625,4.0,2048,0,8192,32768,9728,1765.584,5095.273,3621.348,0.5573
mixed,16,1,0.0625,4.0,2048,512,128,512,152,610.801,651.731,592.882,-0.4378
mixed,16,1,0.0625,4.0,2048,512,1024,4096,1216,649.874,1104.478,779.668,0.2855
mixed,16,1,0.0625,4.0,2048,512,8192,32768,9728,1898.168,5200.842,3760.387,0.5639
mixed,16,1,0.0625,4.0,2048,4096,128,512,152,1517.224,1517.543,1541.192,75.1348
mixed,16,1,0.0625,4.0,2048,4096,1024,4096,1216,1512.744,1629.453,1541.898,0.2498
mixed,16,1,0.0625,4.0,2048,4096,8192,32768,9728,2643.301,6218.882,4424.981,0.4983
mixed,16,1,0.0625,4.0,2048,20480,128,512,152,5046.437,5123.237,5052.576,0.0799
mixed,16,1,0.0625,4.0,2048,20480,1024,4096,1216,5700.948,5979.255,5205.064,-1.7818
mixed,16,1,0.0625,4.0,2048,20480,8192,32768,9728,5996.701,8798.783,6464.903,0.1671
pure,16,2,0.125,4.0,0,0,128,512,176,77.346,82.85,80.384,0.552
pure,16,2,0.125,4.0,0,0,1024,4096,1408,113.636,176.389,129.348,0.2504
pure,16,2,0.125,4.0,0,0,8192,32768,11264,319.752,699.346,464.04,0.3801
mixed,16,2,0.125,4.0,16,0,128,512,176,77.891,132.003,109.57,0.5854
mixed,16,2,0.125,4.0,16,0,1024,4096,1408,261.032,643.568,480.3,0.5732
mixed,16,2,0.125,4.0,16,0,8192,32768,11264,1692.776,4809.812,3485.459,0.5751
mixed,16,2,0.125,4.0,16,512,128,512,176,112.706,133.285,111.938,-0.0373
mixed,16,2,0.125,4.0,16,512,1024,4096,1408,261.254,643.92,481.93,0.5767
mixed,16,2,0.125,4.0,16,512,8192,32768,11264,1696.681,4810.188,3494.357,0.5774
mixed,16,2,0.125,4.0,16,4096,128,512,176,438.538,456.97,437.258,-0.0694
mixed,16,2,0.125,4.0,16,4096,1024,4096,1408,505.964,646.286,485.676,-0.1446
mixed,16,2,0.125,4.0,16,4096,8192,32768,11264,1699.432,4806.671,3485.039,0.5747
mixed,16,2,0.125,4.0,16,20480,128,512,176,1940.204,1947.216,1940.108,-0.0137
mixed,16,2,0.125,4.0,16,20480,1024,4096,1408,1991.566,2125.841,1974.733,-0.1254
mixed,16,2,0.125,4.0,16,20480,8192,32768,11264,2524.956,4797.805,3488.719,0.424
