pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
0,n<=128,sr<=15%,kvB<=16k,kp=0,0.0543,2
0,n<=128,sr<=15%,kvB<=1k,kp=0,0.0505,2
0,n<=128,sr<=15%,kvB<=32k,kp=0,0.0611,2
0,n<=128,sr<=15%,kvB<=4k,kp=0,0.0669,2
0,n<=128,sr<=40%,kvB<=16k,kp=0,0.0741,1
0,n<=128,sr<=40%,kvB<=1k,kp=0,0.143,1
0,n<=128,sr<=40%,kvB<=32k,kp=0,0.0745,1
0,n<=128,sr<=40%,kvB<=4k,kp=0,0.0633,1
0,n<=128,sr<=5%,kvB<=16k,kp=0,0.0719,4
0,n<=128,sr<=5%,kvB<=1k,kp=0,0.0104,4
0,n<=128,sr<=5%,kvB<=32k,kp=0,0.0777,4
0,n<=128,sr<=5%,kvB<=4k,kp=0,0.0865,4
0,n<=128,sr<=70%,kvB<=16k,kp=0,0.0611,1
0,n<=128,sr<=70%,kvB<=1k,kp=0,0.0784,1
0,n<=128,sr<=70%,kvB<=32k,kp=0,0.0728,1
0,n<=128,sr<=70%,kvB<=4k,kp=0,0.0187,1
0,n<=128,sr>70%,kvB<=16k,kp=0,-0.0148,2
0,n<=128,sr>70%,kvB<=1k,kp=0,0.1975,2
0,n<=128,sr>70%,kvB<=32k,kp=0,-0.042,2
0,n<=128,sr>70%,kvB<=4k,kp=0,-0.0291,2
0,n<=2,sr<=70%,kvB<=16k,kp=0,-0.064,1
0,n<=2,sr<=70%,kvB<=1k,kp=0,0.5763,1
0,n<=2,sr<=70%,kvB<=32k,kp=0,0.2411,1
0,n<=2,sr<=70%,kvB<=4k,kp=0,0.6702,1
0,n<=256,sr<=15%,kvB<=16k,kp=0,0.0595,2
0,n<=256,sr<=15%,kvB<=1k,kp=0,0.0523,2
0,n<=256,sr<=15%,kvB<=32k,kp=0,0.0575,2
0,n<=256,sr<=15%,kvB<=4k,kp=0,0.0581,2
0,n<=256,sr<=40%,kvB<=16k,kp=0,0.048,1
0,n<=256,sr<=40%,kvB<=1k,kp=0,0.095,1
0,n<=256,sr<=40%,kvB<=32k,kp=0,0.0493,1
0,n<=256,sr<=40%,kvB<=4k,kp=0,0.0122,1
0,n<=256,sr<=5%,kvB<=16k,kp=0,0.0512,4
0,n<=256,sr<=5%,kvB<=1k,kp=0,-0.0015,4
0,n<=256,sr<=5%,kvB<=32k,kp=0,0.0505,4
0,n<=256,sr<=5%,kvB<=4k,kp=0,0.0369,4
0,n<=256,sr<=70%,kvB<=16k,kp=0,0.0308,1
0,n<=256,sr<=70%,kvB<=1k,kp=0,0.067,1
0,n<=256,sr<=70%,kvB<=32k,kp=0,0.0365,1
0,n<=256,sr<=70%,kvB<=4k,kp=0,-0.0194,1
0,n<=256,sr>70%,kvB<=16k,kp=0,0.0762,2
0,n<=256,sr>70%,kvB<=1k,kp=0,0.2221,2
0,n<=256,sr>70%,kvB<=32k,kp=0,0.087,2
0,n<=256,sr>70%,kvB<=4k,kp=0,0.0669,2
0,n<=32,sr<=15%,kvB<=16k,kp=0,0.1589,3
0,n<=32,sr<=15%,kvB<=1k,kp=0,0.2011,3
0,n<=32,sr<=15%,kvB<=32k,kp=0,0.1846,3
0,n<=32,sr<=15%,kvB<=4k,kp=0,0.1268,3
0,n<=32,sr<=40%,kvB<=16k,kp=0,0.0449,1
0,n<=32,sr<=40%,kvB<=1k,kp=0,0.2266,1
0,n<=32,sr<=40%,kvB<=32k,kp=0,0.0549,1
0,n<=32,sr<=40%,kvB<=4k,kp=0,0.0231,1
0,n<=32,sr<=5%,kvB<=16k,kp=0,0.2069,1
0,n<=32,sr<=5%,kvB<=1k,kp=0,0.1909,1
0,n<=32,sr<=5%,kvB<=32k,kp=0,0.211,1
0,n<=32,sr<=5%,kvB<=4k,kp=0,0.1381,1
0,n<=32,sr<=70%,kvB<=16k,kp=0,-0.0488,1
0,n<=32,sr<=70%,kvB<=1k,kp=0,0.0179,1
0,n<=32,sr<=70%,kvB<=32k,kp=0,0.0399,1
0,n<=32,sr<=70%,kvB<=4k,kp=0,-0.0919,1
0,n<=32,sr>70%,kvB<=16k,kp=0,0.5172,2
0,n<=32,sr>70%,kvB<=1k,kp=0,-0.0258,2
0,n<=32,sr>70%,kvB<=32k,kp=0,0.5544,2
0,n<=32,sr>70%,kvB<=4k,kp=0,0.3284,1
0,n<=8,sr<=15%,kvB<=16k,kp=0,0.3382,1
0,n<=8,sr<=15%,kvB<=1k,kp=0,0.424,3
0,n<=8,sr<=15%,kvB<=32k,kp=0,0.3619,1
0,n<=8,sr<=15%,kvB<=4k,kp=0,0.3268,2
0,n<=8,sr<=40%,kvB<=16k,kp=0,0.2039,2
0,n<=8,sr<=40%,kvB<=1k,kp=0,0.5498,2
0,n<=8,sr<=40%,kvB<=32k,kp=0,0.2162,2
0,n<=8,sr<=40%,kvB<=4k,kp=0,0.087,2
0,n<=8,sr<=70%,kvB<=16k,kp=0,-0.0422,1
0,n<=8,sr<=70%,kvB<=1k,kp=0,0.6229,1
0,n<=8,sr<=70%,kvB<=32k,kp=0,0.0204,1
0,n<=8,sr<=70%,kvB<=4k,kp=0,-0.1222,1
0,n<=8,sr>70%,kvB<=16k,kp=0,0.427,2
0,n<=8,sr>70%,kvB<=1k,kp=0,0.3548,2
0,n<=8,sr>70%,kvB<=32k,kp=0,0.4695,2
0,n<=8,sr>70%,kvB<=4k,kp=0,0.0845,2
16,n<=128,sr<=15%,kvB<=16k,kp<=20k,0.0057,2
16,n<=128,sr<=15%,kvB<=16k,kp<=2k,0.0358,2
16,n<=128,sr<=15%,kvB<=16k,kp<=512,0.0345,2
16,n<=128,sr<=15%,kvB<=16k,kp<=8k,0.0049,2
16,n<=128,sr<=15%,kvB<=16k,kp=0,0.0358,2
16,n<=128,sr<=15%,kvB<=1k,kp<=20k,-4.1234,1
16,n<=128,sr<=15%,kvB<=1k,kp<=2k,0.0708,2
16,n<=128,sr<=15%,kvB<=1k,kp<=512,0.0695,2
16,n<=128,sr<=15%,kvB<=1k,kp<=8k,0.1584,2
16,n<=128,sr<=15%,kvB<=1k,kp=0,0.1023,2
16,n<=128,sr<=15%,kvB<=32k,kp<=20k,0.0205,2
16,n<=128,sr<=15%,kvB<=32k,kp<=2k,0.0309,2
16,n<=128,sr<=15%,kvB<=32k,kp<=512,0.0267,2
16,n<=128,sr<=15%,kvB<=32k,kp<=8k,0.0289,2
16,n<=128,sr<=15%,kvB<=32k,kp=0,0.0283,2
16,n<=128,sr<=15%,kvB<=4k,kp<=20k,-0.0335,2
16,n<=128,sr<=15%,kvB<=4k,kp<=2k,0.0359,2
16,n<=128,sr<=15%,kvB<=4k,kp<=512,0.0552,2
16,n<=128,sr<=15%,kvB<=4k,kp<=8k,0.0131,2
16,n<=128,sr<=15%,kvB<=4k,kp=0,0.0512,2
16,n<=128,sr<=40%,kvB<=16k,kp<=20k,0.0052,1
16,n<=128,sr<=40%,kvB<=16k,kp<=2k,0.0431,1
16,n<=128,sr<=40%,kvB<=16k,kp<=512,0.0527,1
16,n<=128,sr<=40%,kvB<=16k,kp<=8k,0.0271,1
16,n<=128,sr<=40%,kvB<=16k,kp=0,0.0509,1
16,n<=128,sr<=40%,kvB<=1k,kp<=20k,0.1922,1
16,n<=128,sr<=40%,kvB<=1k,kp<=2k,0.1821,1
16,n<=128,sr<=40%,kvB<=1k,kp<=512,0.2084,1
16,n<=128,sr<=40%,kvB<=1k,kp<=8k,0.0461,1
16,n<=128,sr<=40%,kvB<=1k,kp=0,0.23,1
16,n<=128,sr<=40%,kvB<=32k,kp<=20k,0.0348,1
16,n<=128,sr<=40%,kvB<=32k,kp<=2k,0.0268,1
16,n<=128,sr<=40%,kvB<=32k,kp<=512,0.035,1
16,n<=128,sr<=40%,kvB<=32k,kp<=8k,0.0363,1
16,n<=128,sr<=40%,kvB<=32k,kp=0,0.0294,1
16,n<=128,sr<=40%,kvB<=4k,kp<=20k,-0.101,1
16,n<=128,sr<=40%,kvB<=4k,kp<=2k,0.0642,1
16,n<=128,sr<=40%,kvB<=4k,kp<=512,0.0655,1
16,n<=128,sr<=40%,kvB<=4k,kp<=8k,0.03,1
16,n<=128,sr<=40%,kvB<=4k,kp=0,0.0719,1
16,n<=128,sr<=5%,kvB<=16k,kp<=20k,0.0017,4
16,n<=128,sr<=5%,kvB<=16k,kp<=2k,0.035,4
16,n<=128,sr<=5%,kvB<=16k,kp<=512,0.034,4
16,n<=128,sr<=5%,kvB<=16k,kp<=8k,0.0036,4
16,n<=128,sr<=5%,kvB<=16k,kp=0,0.0347,4
16,n<=128,sr<=5%,kvB<=1k,kp<=20k,0.3295,3
16,n<=128,sr<=5%,kvB<=1k,kp<=2k,0.0032,4
16,n<=128,sr<=5%,kvB<=1k,kp<=512,0.006,4
16,n<=128,sr<=5%,kvB<=1k,kp<=8k,0.1982,4
16,n<=128,sr<=5%,kvB<=1k,kp=0,0.0371,4
16,n<=128,sr<=5%,kvB<=32k,kp<=20k,0.0194,4
16,n<=128,sr<=5%,kvB<=32k,kp<=2k,0.0306,4
16,n<=128,sr<=5%,kvB<=32k,kp<=512,0.0314,4
16,n<=128,sr<=5%,kvB<=32k,kp<=8k,0.0319,4
16,n<=128,sr<=5%,kvB<=32k,kp=0,0.0318,4
16,n<=128,sr<=5%,kvB<=4k,kp<=20k,0.0608,4
16,n<=128,sr<=5%,kvB<=4k,kp<=2k,0.0067,4
16,n<=128,sr<=5%,kvB<=4k,kp<=512,0.0366,4
16,n<=128,sr<=5%,kvB<=4k,kp<=8k,0.0208,4
16,n<=128,sr<=5%,kvB<=4k,kp=0,0.0412,4
16,n<=128,sr<=70%,kvB<=16k,kp<=20k,-0.0206,1
16,n<=128,sr<=70%,kvB<=16k,kp<=2k,0.0345,1
16,n<=128,sr<=70%,kvB<=16k,kp<=512,0.0376,1
16,n<=128,sr<=70%,kvB<=16k,kp<=8k,0.048,1
16,n<=128,sr<=70%,kvB<=16k,kp=0,0.0312,1
16,n<=128,sr<=70%,kvB<=1k,kp<=20k,-0.2863,1
16,n<=128,sr<=70%,kvB<=1k,kp<=2k,0.1738,1
16,n<=128,sr<=70%,kvB<=1k,kp<=512,0.2095,1
16,n<=128,sr<=70%,kvB<=1k,kp<=8k,0.1586,1
16,n<=128,sr<=70%,kvB<=1k,kp=0,0.2214,1
16,n<=128,sr<=70%,kvB<=32k,kp<=20k,0.0181,1
16,n<=128,sr<=70%,kvB<=32k,kp<=2k,0.0084,1
16,n<=128,sr<=70%,kvB<=32k,kp<=512,0.004,1
16,n<=128,sr<=70%,kvB<=32k,kp<=8k,0.008,1
16,n<=128,sr<=70%,kvB<=32k,kp=0,0.0043,1
