pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
0,n<=128,sr<=15%,kvB<=16k,kp=0,0.018,4
0,n<=128,sr<=15%,kvB<=1k,kp=0,0.0204,4
0,n<=128,sr<=15%,kvB<=32k,kp=0,-0.0138,2
0,n<=128,sr<=15%,kvB<=4k,kp=0,-0.02,4
0,n<=128,sr<=40%,kvB<=16k,kp=0,-0.0443,2
0,n<=128,sr<=40%,kvB<=1k,kp=0,0.0011,2
0,n<=128,sr<=40%,kvB<=32k,kp=0,-0.113,1
0,n<=128,sr<=40%,kvB<=4k,kp=0,-0.1227,2
0,n<=128,sr<=5%,kvB<=16k,kp=0,0.0816,8
0,n<=128,sr<=5%,kvB<=1k,kp=0,0.0202,8
0,n<=128,sr<=5%,kvB<=32k,kp=0,0.0606,4
0,n<=128,sr<=5%,kvB<=4k,kp=0,0.0492,8
0,n<=128,sr<=70%,kvB<=16k,kp=0,-0.157,2
0,n<=128,sr<=70%,kvB<=1k,kp=0,-0.1219,2
0,n<=128,sr<=70%,kvB<=32k,kp=0,-0.3266,1
0,n<=128,sr<=70%,kvB<=4k,kp=0,-0.281,2
0,n<=128,sr>70%,kvB<=16k,kp=0,-0.1728,4
0,n<=128,sr>70%,kvB<=1k,kp=0,-0.1338,4
0,n<=128,sr>70%,kvB<=32k,kp=0,-0.5918,2
0,n<=128,sr>70%,kvB<=4k,kp=0,-0.6387,4
0,n<=16,sr<=15%,kvB<=16k,kp=0,0.1634,2
0,n<=16,sr<=15%,kvB<=1k,kp=0,0.2108,4
0,n<=16,sr<=15%,kvB<=32k,kp=0,0.2795,2
0,n<=16,sr<=15%,kvB<=4k,kp=0,0.1467,4
0,n<=16,sr<=40%,kvB<=16k,kp=0,0.0193,2
0,n<=16,sr<=40%,kvB<=1k,kp=0,0.2818,4
0,n<=16,sr<=40%,kvB<=32k,kp=0,0.1732,2
0,n<=16,sr<=40%,kvB<=4k,kp=0,0.0227,4
0,n<=16,sr<=70%,kvB<=16k,kp=0,-0.0825,1
0,n<=16,sr<=70%,kvB<=1k,kp=0,0.2187,2
0,n<=16,sr<=70%,kvB<=32k,kp=0,0.0858,1
0,n<=16,sr<=70%,kvB<=4k,kp=0,-0.2917,2
0,n<=16,sr>70%,kvB<=16k,kp=0,0.6511,2
0,n<=16,sr>70%,kvB<=1k,kp=0,0.9753,4
0,n<=16,sr>70%,kvB<=32k,kp=0,0.9325,2
0,n<=16,sr>70%,kvB<=4k,kp=0,0.794,4
0,n<=2,sr<=70%,kvB<=16k,kp=0,-0.0309,2
0,n<=2,sr<=70%,kvB<=1k,kp=0,0.9335,2
0,n<=2,sr<=70%,kvB<=32k,kp=0,0.0206,1
0,n<=2,sr<=70%,kvB<=4k,kp=0,0.3212,2
0,n<=256,sr<=15%,kvB<=16k,kp=0,-0.0276,4
0,n<=256,sr<=15%,kvB<=1k,kp=0,0.0564,4
0,n<=256,sr<=15%,kvB<=32k,kp=0,-0.0242,2
0,n<=256,sr<=15%,kvB<=4k,kp=0,-0.0078,4
0,n<=256,sr<=40%,kvB<=16k,kp=0,-0.073,2
0,n<=256,sr<=40%,kvB<=1k,kp=0,0.066,2
0,n<=256,sr<=40%,kvB<=32k,kp=0,-0.0758,1
0,n<=256,sr<=40%,kvB<=4k,kp=0,-0.0556,2
0,n<=256,sr<=5%,kvB<=16k,kp=0,0.0014,8
0,n<=256,sr<=5%,kvB<=1k,kp=0,0.0032,8
0,n<=256,sr<=5%,kvB<=32k,kp=0,-0.0065,4
0,n<=256,sr<=5%,kvB<=4k,kp=0,-0.0007,8
0,n<=256,sr<=70%,kvB<=16k,kp=0,-0.1368,2
0,n<=256,sr<=70%,kvB<=1k,kp=0,-0.0692,2
0,n<=256,sr<=70%,kvB<=32k,kp=0,-0.1401,1
0,n<=256,sr<=70%,kvB<=4k,kp=0,-0.1326,2
0,n<=256,sr>70%,kvB<=16k,kp=0,-0.3946,4
0,n<=256,sr>70%,kvB<=1k,kp=0,-0.0857,4
