regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
pure,2,1,0.5,4.0,0,0,128,512,320,51.069,74.173,74.045,0.9945
pure,2,1,0.5,4.0,0,0,512,2048,1280,147.577,220.409,219.768,0.9912
mixed,2,1,0.5,4.0,16,0,128,512,320,52.732,75.133,74.91,0.99
mixed,2,1,0.5,4.0,16,0,512,2048,1280,147.642,220.152,219.287,0.9881
mixed,2,1,0.5,4.0,16,512,128,512,320,76.158,77.822,76.54,0.2296
mixed,2,1,0.5,4.0,16,512,512,2048,1280,148.186,220.089,219.704,0.9946
mixed,2,1,0.5,4.0,16,2048,128,512,320,221.942,222.968,222.069,0.1238
mixed,2,1,0.5,4.0,16,2048,512,2048,1280,223.032,222.745,222.007,
mixed,2,1,0.5,4.0,64,0,128,512,320,52.862,75.101,74.781,0.9856
mixed,2,1,0.5,4.0,64,0,512,2048,1280,147.354,219.863,219.352,0.993
mixed,2,1,0.5,4.0,64,512,128,512,320,77.277,78.269,77.948,0.6764
mixed,2,1,0.5,4.0,64,512,512,2048,1280,147.45,220.92,218.776,0.9708
mixed,2,1,0.5,4.0,64,2048,128,512,320,222.775,224.408,223.608,0.5101
mixed,2,1,0.5,4.0,64,2048,512,2048,1280,224.439,223.958,223.959,
mixed,2,1,0.5,4.0,256,0,128,512,320,59.518,82.333,82.269,0.9972
mixed,2,1,0.5,4.0,256,0,512,2048,1280,153.625,225.591,224.247,0.9813
mixed,2,1,0.5,4.0,256,512,128,512,320,96.348,95.997,95.837,
mixed,2,1,0.5,4.0,256,512,512,2048,1280,154.139,225.784,225.751,0.9995
mixed,2,1,0.5,4.0,256,2048,128,512,320,239.607,238.326,238.52,
mixed,2,1,0.5,4.0,256,2048,512,2048,1280,240.151,239.128,238.839,
mixed,2,1,0.5,4.0,1024,0,128,512,320,236.856,241.943,237.911,0.2074
mixed,2,1,0.5,4.0,1024,0,512,2048,1280,290.133,361.106,350.866,0.8557
mixed,2,1,0.5,4.0,1024,512,128,512,320,350.162,359.06,347.858,-0.2589
mixed,2,1,0.5,4.0,1024,512,512,2048,1280,375.858,457.134,433.423,0.7083
mixed,2,1,0.5,4.0,1024,2048,128,512,320,653.03,684.455,662.949,0.3156
mixed,2,1,0.5,4.0,1024,2048,512,2048,1280,750.084,781.954,763.907,0.4337
pure,8,1,0.125,4.0,0,0,128,512,176,43.164,80.094,75.965,0.8882
pure,8,1,0.125,4.0,0,0,512,2048,704,94.684,233.111,225.08,0.942
mixed,8,1,0.125,4.0,16,0,128,512,176,65.246,110.716,96.764,0.6932
mixed,8,1,0.125,4.0,16,0,512,2048,704,121.916,255.382,240.407,0.8878
mixed,8,1,0.125,4.0,16,512,128,512,176,78.428,145.691,106.268,0.4139
mixed,8,1,0.125,4.0,16,512,512,2048,704,163.994,313.428,283.893,0.8024
mixed,8,1,0.125,4.0,16,2048,128,512,176,223.416,228.758,223.479,0.0118
mixed,8,1,0.125,4.0,16,2048,512,2048,704,226.262,444.878,285.589,0.2714
mixed,8,1,0.125,4.0,64,0,128,512,176,67.677,114.779,100.028,0.6868
mixed,8,1,0.125,4.0,64,0,512,2048,704,130.268,263.125,253.43,0.927
mixed,8,1,0.125,4.0,64,512,128,512,176,79.581,146.523,105.947,0.3939
mixed,8,1,0.125,4.0,64,512,512,2048,704,166.042,315.123,288.15,0.8191
mixed,8,1,0.125,4.0,64,2048,128,512,176,225.624,236.598,228.343,0.2478
mixed,8,1,0.125,4.0,64,2048,512,2048,704,231.701,446.126,287.796,0.2616
mixed,8,1,0.125,4.0,256,0,128,512,176,77.66,146.106,109.981,0.4722
mixed,8,1,0.125,4.0,256,0,512,2048,704,165.049,301.94,271.86,0.7803
mixed,8,1,0.125,4.0,256,512,128,512,176,128.857,162.618,127.963,-0.0265
mixed,8,1,0.125,4.0,256,512,512,2048,704,173.946,396.048,291.733,0.5303
mixed,8,1,0.125,4.0,256,2048,128,512,176,271.671,305.364,270.101,-0.0466
mixed,8,1,0.125,4.0,256,2048,512,2048,704,319.668,452.622,306.163,-0.1016
mixed,8,1,0.125,4.0,1024,0,128,512,176,265.333,292.436,267.318,0.0732
mixed,8,1,0.125,4.0,1024,0,512,2048,704,304.565,506.604,407.471,0.5093
mixed,8,1,0.125,4.0,1024,512,128,512,176,379.825,410.702,382.32,0.0808
mixed,8,1,0.125,4.0,1024,512,512,2048,704,426.543,598.343,478.701,0.3036
mixed,8,1,0.125,4.0,1024,2048,128,512,176,689.924,767.938,692.036,0.0271
mixed,8,1,0.125,4.0,1024,2048,512,2048,704,784.8,845.79,800.13,0.2514
pure,8,2,0.25,4.0,0,0,128,512,224,45.214,79.965,76.126,0.8895
pure,8,2,0.25,4.0,0,0,512,2048,896,117.148,231.512,221.751,0.9146
mixed,8,2,0.25,4.0,16,0,128,512,224,67.516,107.996,97.275,0.7352
mixed,8,2,0.25,4.0,16,0,512,2048,896,140.635,256.245,244.662,0.8998
mixed,8,2,0.25,4.0,16,512,128,512,224,78.013,145.337,106.557,0.424
mixed,8,2,0.25,4.0,16,512,512,2048,896,198.36,313.713,285.299,0.7537
mixed,8,2,0.25,4.0,16,2048,128,512,224,224.791,227.447,223.671,-0.4217
mixed,8,2,0.25,4.0,16,2048,512,2048,896,230.358,442.861,290.323,0.2822
mixed,8,2,0.25,4.0,64,0,128,512,224,70.014,116.283,99.773,0.6432
mixed,8,2,0.25,4.0,64,0,512,2048,896,153.05,265.782,254.516,0.9001
mixed,8,2,0.25,4.0,64,512,128,512,224,81.053,147.258,107.644,0.4016
mixed,8,2,0.25,4.0,64,512,512,2048,896,196.216,314.068,289.332,0.7901
mixed,8,2,0.25,4.0,64,2048,128,512,224,226.455,235.861,227.19,0.0781
mixed,8,2,0.25,4.0,64,2048,512,2048,896,233.719,447.085,292.435,0.2752
mixed,8,2,0.25,4.0,256,0,128,512,224,78.589,145.882,110.076,0.4679
mixed,8,2,0.25,4.0,256,0,512,2048,896,184.826,295.38,274.356,0.8098
mixed,8,2,0.25,4.0,256,512,128,512,224,129.468,163.769,128.921,-0.0159
mixed,8,2,0.25,4.0,256,512,512,2048,896,218.169,391.44,292.758,0.4305
mixed,8,2,0.25,4.0,256,2048,128,512,224,271.285,306.26,272.117,0.0238
mixed,8,2,0.25,4.0,256,2048,512,2048,896,343.281,453.26,308.595,-0.3154
mixed,8,2,0.25,4.0,1024,0,128,512,224,266.006,292.564,270.902,0.1844
