layer,sequences,time_us
lm_head,1,100.698
lm_head,2,117.701
lm_head,3,117.797
lm_head,4,117.851
lm_head,5,117.872
lm_head,6,117.894
lm_head,7,117.905
lm_head,8,118.182
lm_head,9,118.085
lm_head,10,118.128
lm_head,11,118.288
lm_head,12,118.277
lm_head,13,118.469
lm_head,14,118.437
lm_head,15,118.459
lm_head,16,118.481
lm_head,20,105.882
lm_head,24,105.53
lm_head,28,105.488
lm_head,32,106.671
lm_head,36,107.877
lm_head,40,108.164
lm_head,44,108.667
lm_head,48,108.026
lm_head,52,108.901
lm_head,56,109.04
lm_head,60,110.074
lm_head,64,153.095
lm_head,80,201.524
lm_head,96,201.417
lm_head,112,201.492
lm_head,128,202.079
lm_head,144,289.304
lm_head,160,290.339
lm_head,176,292.28
lm_head,192,417.597
lm_head,208,417.8
lm_head,224,418.281
lm_head,240,418.504
lm_head,256,419.636
lm_head,272,595.162
lm_head,288,595.599
lm_head,304,595.887
lm_head,320,596.154
lm_head,336,596.282
lm_head,352,596.132
lm_head,368,596.218
lm_head,384,596.814
lm_head,400,890.331
lm_head,416,890.662
lm_head,432,890.81
lm_head,448,891.046
lm_head,464,891.087
lm_head,480,891.279
lm_head,496,891.898
lm_head,512,892.175
lm_head,528,892.633
lm_head,544,893.156
lm_head,560,893.476
lm_head,576,893.571
lm_head,592,1185.23
lm_head,608,1185.03
lm_head,624,1185.3
lm_head,640,1185.9
lm_head,656,994.491
lm_head,672,994.448
lm_head,688,994.628
lm_head,704,995.088
lm_head,720,995.705
lm_head,736,995.93
lm_head,752,996.217
lm_head,768,996.238
lm_head,784,992.61
lm_head,800,1188.24
lm_head,816,1188.41
lm_head,832,1188.79
lm_head,848,1189.04
lm_head,864,1189.53
lm_head,880,1189.76
lm_head,896,1190.01
lm_head,912,1241.72
lm_head,928,1241.82
lm_head,944,1241.93
lm_head,960,1242.3
lm_head,976,1485.51
lm_head,984,1486.05
sampler,1,11.776
sampler,2,12.843
sampler,3,12.683
sampler,4,17.9203
sampler,5,17.5583
sampler,6,17.281
sampler,7,17.6543
sampler,8,24.705
sampler,9,24.3527
sampler,10,24.3743
sampler,11,24.5237
sampler,12,24.395
sampler,13,24.4167
sampler,14,24.3527
sampler,15,24.4913
sampler,16,38.3697
sampler,20,37.9007
sampler,24,37.7303
sampler,28,37.6443
sampler,32,38.0607
sampler,36,37.975
sampler,40,37.857
sampler,44,37.9853
sampler,48,37.8897
sampler,52,37.9863
sampler,56,38.0607
sampler,60,38.028
sampler,64,39.4793
sampler,80,39.7247
sampler,96,40.204
sampler,112,40.7707
sampler,128,41.6437
sampler,144,45.1433
sampler,160,47.554
sampler,176,51.277
sampler,192,53.5173
sampler,208,54.8717
sampler,224,56.2477
sampler,240,57.7847
sampler,256,59.5333
sampler,272,60.003
sampler,288,61.122
sampler,304,62.2853
sampler,320,63.1923
sampler,336,64.0987
sampler,352,65.027
sampler,368,66.157
sampler,384,67.15
sampler,400,68.5257
sampler,416,69.603
sampler,432,70.403
sampler,448,71.779
sampler,464,72.494
sampler,480,73.699
sampler,496,74.4563
sampler,512,76.163
sampler,528,76.942
sampler,544,77.5923
sampler,560,78.8617
sampler,576,80.2057
sampler,592,81.0917
sampler,608,81.9653
sampler,624,82.9047
sampler,640,84.7503
sampler,656,85.2617
sampler,672,86.254
sampler,688,87.8007
sampler,704,89.059
sampler,720,89.6243
sampler,736,90.9583
sampler,752,92.0033
sampler,768,93.4327
sampler,784,94.3927
sampler,800,95.6617
sampler,816,97.0377
sampler,832,98.5313
sampler,848,99.491
sampler,864,101.134
sampler,880,102.543
sampler,896,104.068
sampler,912,104.6
sampler,928,105.721
sampler,944,106.98
sampler,960,108.76
sampler,976,109.369
sampler,984,109.934
