pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
0,n<=128,sr<=15%,kvB<=1k,kp=0,0.095,4
0,n<=128,sr<=15%,kvB<=4k,kp=0,0.031,4
0,n<=128,sr<=40%,kvB<=1k,kp=0,0.1198,2
0,n<=128,sr<=40%,kvB<=4k,kp=0,-0.0074,2
0,n<=128,sr<=5%,kvB<=16k,kp=0,0.0705,2
0,n<=128,sr<=5%,kvB<=1k,kp=0,0.0448,8
0,n<=128,sr<=5%,kvB<=4k,kp=0,0.042,8
0,n<=128,sr<=70%,kvB<=1k,kp=0,0.0901,2
0,n<=128,sr<=70%,kvB<=4k,kp=0,-0.0426,2
0,n<=128,sr>70%,kvB<=1k,kp=0,0.3821,4
0,n<=128,sr>70%,kvB<=4k,kp=0,0.0748,4
0,n<=16,sr<=15%,kvB<=16k,kp=0,0.0299,4
0,n<=16,sr<=15%,kvB<=1k,kp=0,0.3014,4
0,n<=16,sr<=15%,kvB<=32k,kp=0,0.0096,2
0,n<=16,sr<=15%,kvB<=4k,kp=0,0.0071,4
0,n<=16,sr<=40%,kvB<=16k,kp=0,0.0342,4
0,n<=16,sr<=40%,kvB<=1k,kp=0,0.3131,4
0,n<=16,sr<=40%,kvB<=32k,kp=0,0.0088,2
0,n<=16,sr<=40%,kvB<=4k,kp=0,0.0133,4
0,n<=16,sr<=70%,kvB<=16k,kp=0,0.0586,2
0,n<=16,sr<=70%,kvB<=1k,kp=0,0.2494,2
0,n<=16,sr<=70%,kvB<=32k,kp=0,-0.0146,1
0,n<=16,sr<=70%,kvB<=4k,kp=0,-0.0802,2
0,n<=16,sr>70%,kvB<=16k,kp=0,0.2302,4
0,n<=16,sr>70%,kvB<=1k,kp=0,0.573,4
0,n<=16,sr>70%,kvB<=32k,kp=0,-0.0936,2
0,n<=16,sr>70%,kvB<=4k,kp=0,-0.1826,4
0,n<=2,sr<=70%,kvB<=16k,kp=0,0.049,2
0,n<=2,sr<=70%,kvB<=1k,kp=0,0.6224,2
0,n<=2,sr<=70%,kvB<=32k,kp=0,0.0581,1
0,n<=2,sr<=70%,kvB<=4k,kp=0,0.1533,2
0,n<=256,sr<=15%,kvB<=1k,kp=0,0.0768,4
0,n<=256,sr<=15%,kvB<=4k,kp=0,0.0175,4
0,n<=256,sr<=40%,kvB<=1k,kp=0,0.1117,2
0,n<=256,sr<=40%,kvB<=4k,kp=0,-0.0013,2
0,n<=256,sr<=5%,kvB<=1k,kp=0,0.0117,8
0,n<=256,sr<=5%,kvB<=4k,kp=0,0.0102,8
0,n<=256,sr<=70%,kvB<=1k,kp=0,0.0529,2
0,n<=256,sr<=70%,kvB<=4k,kp=0,-0.0,2
0,n<=256,sr>70%,kvB<=1k,kp=0,0.2756,4
0,n<=256,sr>70%,kvB<=4k,kp=0,0.1248,4
0,n<=32,sr<=15%,kvB<=16k,kp=0,0.117,6
0,n<=32,sr<=15%,kvB<=1k,kp=0,0.1719,6
0,n<=32,sr<=15%,kvB<=32k,kp=0,0.1319,3
0,n<=32,sr<=15%,kvB<=4k,kp=0,0.14,6
0,n<=32,sr<=40%,kvB<=16k,kp=0,0.1648,2
0,n<=32,sr<=40%,kvB<=1k,kp=0,0.1097,2
0,n<=32,sr<=40%,kvB<=32k,kp=0,0.1056,1
0,n<=32,sr<=40%,kvB<=4k,kp=0,0.0685,2
0,n<=32,sr<=5%,kvB<=16k,kp=0,0.1244,2
0,n<=32,sr<=5%,kvB<=1k,kp=0,0.1491,2
0,n<=32,sr<=5%,kvB<=32k,kp=0,0.1358,1
0,n<=32,sr<=5%,kvB<=4k,kp=0,0.1393,2
0,n<=32,sr<=70%,kvB<=16k,kp=0,-0.1626,2
0,n<=32,sr<=70%,kvB<=1k,kp=0,-0.1492,2
0,n<=32,sr<=70%,kvB<=32k,kp=0,-0.16,1
0,n<=32,sr<=70%,kvB<=4k,kp=0,-0.1804,2
