regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
pure,2,1,0.5,4.0,0,0,128,512,320,77.375,79.324,79.358,1.0174
pure,2,1,0.5,4.0,0,0,1024,4096,2560,93.627,106.656,104.319,0.8206
pure,2,1,0.5,4.0,0,0,8192,32768,20480,189.85,226.392,194.138,0.1173
mixed,2,1,0.5,4.0,16,0,128,512,320,71.036,93.213,92.031,0.9467
mixed,2,1,0.5,4.0,16,0,1024,4096,2560,282.17,423.862,423.415,0.9968
mixed,2,1,0.5,4.0,16,0,8192,32768,20480,1938.775,3069.173,3065.686,0.9969
mixed,2,1,0.5,4.0,16,512,128,512,320,92.67,95.998,92.892,0.0667
mixed,2,1,0.5,4.0,16,512,1024,4096,2560,281.592,423.318,422.647,0.9953
mixed,2,1,0.5,4.0,16,512,8192,32768,20480,1938.578,3066.169,3062.293,0.9966
mixed,2,1,0.5,4.0,16,4096,128,512,320,422.423,422.325,422.261,
mixed,2,1,0.5,4.0,16,4096,1024,4096,2560,422.933,424.949,423.285,0.1746
mixed,2,1,0.5,4.0,16,4096,8192,32768,20480,1937.97,3074.456,3063.158,0.9901
mixed,2,1,0.5,4.0,16,20480,128,512,320,1926.194,1926.899,1926.963,1.0908
mixed,2,1,0.5,4.0,16,20480,1024,4096,2560,1927.569,1928.658,1927.605,0.0331
mixed,2,1,0.5,4.0,16,20480,8192,32768,20480,1945.906,3076.118,3073.972,0.9981
mixed,2,1,0.5,4.0,128,0,128,512,320,72.542,95.037,93.821,0.9459
mixed,2,1,0.5,4.0,128,0,1024,4096,2560,284.857,426.263,423.893,0.9832
mixed,2,1,0.5,4.0,128,0,8192,32768,20480,1944.401,3086.23,3083.638,0.9977
mixed,2,1,0.5,4.0,128,512,128,512,320,96.382,98.654,96.735,0.1554
mixed,2,1,0.5,4.0,128,512,1024,4096,2560,285.145,426.23,423.798,0.9828
mixed,2,1,0.5,4.0,128,512,8192,32768,20480,1943.217,3085.173,3083.639,0.9987
mixed,2,1,0.5,4.0,128,4096,128,512,320,427.126,426.358,426.871,
mixed,2,1,0.5,4.0,128,4096,1024,4096,2560,427.093,427.414,426.549,-1.6947
mixed,2,1,0.5,4.0,128,4096,8192,32768,20480,1942.927,3087.992,3084.823,0.9972
mixed,2,1,0.5,4.0,128,20480,128,512,320,1937.138,1935.826,1935.21,
mixed,2,1,0.5,4.0,128,20480,1024,4096,2560,1936.176,1938.539,1936.467,0.1231
mixed,2,1,0.5,4.0,128,20480,8192,32768,20480,1952.465,3091.256,3091.306,1.0
mixed,2,1,0.5,4.0,1024,0,128,512,320,157.564,156.892,157.34,
mixed,2,1,0.5,4.0,1024,0,1024,4096,2560,314.553,455.061,455.349,1.002
mixed,2,1,0.5,4.0,1024,0,8192,32768,20480,1970.319,3114.581,3104.499,0.9912
mixed,2,1,0.5,4.0,1024,512,128,512,320,226.363,228.091,227.323,0.5556
mixed,2,1,0.5,4.0,1024,512,1024,4096,2560,339.863,477.622,477.876,1.0018
mixed,2,1,0.5,4.0,1024,512,8192,32768,20480,1972.915,3115.415,3105.752,0.9915
mixed,2,1,0.5,4.0,1024,4096,128,512,320,721.999,723.216,723.343,1.1044
mixed,2,1,0.5,4.0,1024,4096,1024,4096,2560,723.533,722.192,723.376,
mixed,2,1,0.5,4.0,1024,4096,8192,32768,20480,2143.019,3254.129,3253.908,0.9998
mixed,2,1,0.5,4.0,1024,20480,128,512,320,2980.591,2985.415,2979.575,-0.2106
mixed,2,1,0.5,4.0,1024,20480,1024,4096,2560,2985.207,2984.247,2982.107,
mixed,2,1,0.5,4.0,1024,20480,8192,32768,20480,2985.015,4083.26,4072.096,0.9898
